DATA,Alm FI RF,BB FMP FGTS Vale Migracao,Bradesco FI RF Ref DI Premium,Bradesco H FI RF LP Precos,Capstone Macro I FICFI Mult,FI Caixa Brasil Ima B Tp RF LP,FI Mult Tannat,FICFI em Acoes Valor,Icatu Multigestores Acoes Fc de FIA,Ioda Fc de FIA,Kinea Arkhe Pvt Fc Mult,Santander Agressivo Mult Fc FI,Sulamerica Pajucara FICFI Mult,Verde Am Strategy II Master FIA,Vexty Sul America FI RF
2013-01-02,,10.504436717,6.224631,1.8478848,,1.635966,,104.7120822,1.05953791,137.4823048,17.629808,315.8505151,7.31642265,2.4063827,1.2290426
2013-01-03,,10.325852413,6.226315,1.8577829,,1.645056,,105.1662827,1.06847045,138.42589428,17.644715,318.0877848,7.3360697,2.4288616,1.2294395
2013-01-04,,10.130670274,6.2280371,1.8598649,,1.648037,,104.7044983,1.06395748,138.36610394,17.680248,317.5014601,7.33409166,2.4086549,1.2299681
2013-01-07,,9.966376987,6.2298505,1.8615118,,1.648785,,104.1543681,1.05757792,138.08066402,17.680299,316.5128507,7.33305965,2.3845534,1.2299495
2013-01-08,,9.887502792,6.2314222,1.8544702,,1.644383,,103.569656,1.05453639,137.58468932,17.68609,315.2649233,7.32558051,2.3629253,1.2304658
2013-01-09,,9.931968588,6.2331888,1.8603368,,1.649514,,104.3608036,1.06084926,137.78153175,17.693704,316.5467519,7.33561477,2.3776014,1.2302509
2013-01-10,,10.035746639,6.2348562,1.8685938,,1.653133,,104.1156491,1.05842121,137.57513202,17.713701,316.7055849,7.33735535,2.3726522,1.2308544
2013-01-11,,9.829162559,6.2365443,1.869791,,1.65638,,104.1202475,1.05398635,137.86789941,17.698827,316.5510189,7.33814637,2.3702166,1.2312618
2013-01-14,,9.866391406,6.2381632,1.8722145,,1.657713,,104.0110689,1.05815344,138.26115555,17.707736,317.3520041,7.34589343,2.3854558,1.2316572
2013-01-15,,9.801850087,6.2398155,1.8718959,,1.658048,,103.4404818,1.04809821,137.96651335,17.714026,316.7205902,7.34318848,2.3742804,1.2320504
2013-01-16,,9.739666678,6.2415223,1.8724135,,1.659868,,103.6883042,1.04779297,137.72011578,17.716524,317.3443488,7.34635738,2.3707548,1.2322524
2013-01-17,,9.757984324,6.2435311,1.8642373,,1.655964,,104.4775635,1.05636081,138.52203935,17.77136,317.9827767,7.34888831,2.3874798,1.2326646
2013-01-18,,9.669773883,6.2452444,1.8596285,,1.651945,,104.2606672,1.05725104,138.22344264,17.772336,317.3941413,7.34325113,2.3778631,1.2326283
2013-01-21,,9.662005509,6.2469759,1.8711791,,1.660584,,104.4529436,1.06094857,138.56175758,17.759302,317.591738,7.3518883,2.3795985,1.2329363
2013-01-22,,9.79633246,6.2485557,1.8690834,,1.659719,,104.4227864,1.0591612,138.68672737,17.788515,317.6512327,7.35098643,2.3821983,1.2334923
2013-01-23,,9.724724309,6.2502898,1.8733566,,1.663331,,104.5325785,1.0596704,138.75391484,17.786648,317.935458,7.35853699,2.3829726,1.2337145
2013-01-24,,9.522936097,6.2519383,1.8577849,,1.652788,,103.8217145,1.05262386,138.84211438,17.813425,316.367891,7.34448356,2.3738892,1.2340948
2013-01-25,,9.522352652,6.2536119,1.8585248,,1.653626,,103.8200913,1.0527693,138.84662034,17.813776,316.4508949,7.34627729,2.3739373,1.23408
2013-01-28,,9.235364272,6.2553657,1.8536844,,1.649664,,103.186238,1.04140403,138.43690781,17.821071,314.2679447,7.34091573,2.3489323,1.2344526
2013-01-29,,9.341311781,6.2569972,1.8539863,,1.64893,,103.5920061,1.04489866,138.84051141,17.859308,314.7902519,7.35110816,2.3634476,1.2348874
2013-01-30,,9.224756302,6.2586252,1.8479011,,1.644197,,103.046275,1.03844102,138.79344407,17.860535,312.7732375,7.35110816,2.3401305,1.2354592
2013-01-31,,9.581603991,6.2603783,1.8416104,,1.639273,,104.0129015,1.05332684,139.41867544,17.861522,313.4907183,7.34394909,2.3645728,1.2354147
2013-02-01,,9.7206759,6.2620957,1.8390188,,1.63777,,104.6374212,1.06177651,139.9630449,17.889384,314.0999797,7.35137804,2.3890926,1.2355385
2013-02-04,,9.625350675,6.2637445,1.8329741,,1.631669,,104.3445221,1.05557835,139.76975632,17.876332,312.6819617,7.34174105,2.3655161,1.2357613
2013-02-05,,9.447146563,6.2655798,1.8214659,,1.622892,,104.5972527,1.06272577,140.27723008,17.898456,311.3984765,7.33261193,2.3767262,1.2359588
2013-02-06,,9.553126739,6.2673727,1.8130914,,1.617335,,104.2986335,1.05359496,139.49108634,17.89828,310.4307675,7.32480684,2.3647255,1.2358836
2013-02-07,,9.287306207,6.2690873,1.8048166,,1.608467,,103.8248829,1.04985492,139.69730248,17.891606,308.9261406,7.31835149,2.3507812,1.236001
2013-02-08,,9.360141592,6.270938,1.7972709,,1.605528,,103.6956287,1.04761155,139.785454,17.883067,309.020586,7.31900746,2.3538574,1.2359392
2013-02-13,,9.30509881,6.2727566,1.7998461,,1.606997,,103.5525902,1.0441236,139.25234861,17.907929,309.0328723,7.32100641,2.3517871,1.2364102
2013-02-14,,9.17901545,6.274612,1.8003555,,1.607389,,103.4212823,1.04025609,139.19868309,17.907336,308.4547442,7.32186073,2.3413163,1.2369138
2013-02-15,,9.112124534,6.2762143,1.8034385,,1.612932,,103.4199282,1.0453651,140.23605799,17.888845,308.9804845,7.32955485,2.3489534,1.2371898
2013-02-18,,9.049895804,6.2779663,1.802117,,1.610503,,103.2290533,1.04365669,140.7199406,17.893317,308.9250114,7.32791813,2.3519366,1.2375221
2013-02-19,,8.956968522,6.2797418,1.7993088,,1.612787,,103.1753703,1.03997824,140.81885207,17.88838,308.8573919,7.33267053,2.348263,1.2374308
2013-02-20,,8.669845393,6.2814512,1.8005215,,1.61319,,102.3741819,1.02708307,140.28513437,17.884963,307.2931703,7.32658954,2.310478,1.237682
2013-02-21,,8.730882799,6.2831987,1.8050037,,1.616511,,102.0629546,1.02321017,140.28423635,17.871397,307.0421085,7.32688327,2.3026073,1.2380599
2013-02-22,,8.498629068,6.2848664,1.7966542,,1.612804,,102.8850517,1.02952383,140.81698876,17.843574,307.5118359,7.33401779,2.3112521,1.2385155
2013-02-25,,8.535973384,6.2865969,1.8050781,,1.619964,,103.0195412,1.03110776,140.96899502,17.863991,307.6703568,7.33698218,2.317734,1.2385359
2013-02-26,,8.705892837,6.2882565,1.8099383,,1.62397,,103.3412568,1.0300748,140.8162057,17.858641,308.0577388,7.33707593,2.3123277,1.2390363
2013-02-27,,8.800044582,6.2899789,1.8135141,,1.626228,,103.589895,1.03754857,141.07024214,17.893643,308.5639547,7.34185961,2.3235403,1.2393945
2013-02-28,,8.988900426,6.2917162,1.8161604,,1.626541,,104.4035751,1.04812207,142.33149019,17.899687,309.1669513,7.34797115,2.3458873,1.2397571
2013-03-01,,8.739773837,6.2934639,1.8237533,,1.631828,,104.2168975,1.04419907,142.25679841,17.903965,309.2554107,7.34574845,2.3401793,1.2401433
2013-03-04,,8.476446923,6.2949991,1.8257228,,1.634324,,104.0612343,1.04169315,142.4193178,17.917342,308.5024354,7.34736295,2.3280797,1.2406564
2013-03-05,,8.430940174,6.2967648,1.8332247,,1.641227,,103.9074851,1.04338096,142.67321258,17.925738,308.7887229,7.3484142,2.3266311,1.2409466
2013-03-06,,8.892070193,6.2984684,1.8339571,,1.642412,,105.2745791,1.05980138,143.53845162,17.947793,312.4698449,7.35589799,2.3836221,1.2415382
2013-03-07,,8.886786684,6.300236,1.828598,,1.638823,,105.1626915,1.05419555,143.20604004,17.974733,313.1191736,7.35341106,2.3896475,1.2419227
2013-03-08,,8.640033211,6.3021272,1.8249974,,1.63275,,105.2394896,1.05327452,143.72876214,17.991789,312.5278599,7.35789354,2.3908789,1.2420451
2013-03-11,,8.717607697,6.3041749,1.818684,,1.629832,,105.0822964,1.05673767,143.77647459,18.000816,312.8489629,7.35350165,2.4030518,1.2420024
2013-03-12,,8.627098249,6.3058521,1.8095094,,1.62213,,104.5618546,1.05096489,143.57516812,17.99064,311.5504161,7.3528373,2.39211,1.2425706
2013-03-13,,8.287077553,6.3076072,1.7982657,,1.611621,,104.0875554,1.04506321,143.3485191,17.982722,310.0594578,7.34914197,2.3739352,1.242794
2013-03-14,,8.319799477,6.3094638,1.8030826,,1.616341,,103.9912097,1.0460065,143.31318242,18.005284,310.7696799,7.3478201,2.3730148,1.2429028
2013-03-15,,8.255175878,6.3111425,1.8089743,,1.621788,,103.4219345,1.03942626,142.34518695,17.998754,310.8052675,7.34611478,2.3557635,1.2432823
2013-03-18,,8.32342927,6.3128717,1.8100156,,1.621993,,103.4941468,1.04045671,142.39764643,17.991427,310.8928322,7.34859256,2.370147,1.2437465
2013-03-19,,7.98104793,6.3145485,1.8125663,,1.625464,,103.1322152,1.03247198,142.00747756,17.960287,310.2438989,7.34752501,2.3429333,1.2440331
2013-03-20,,8.163331747,6.3163088,1.8072971,,1.619755,,102.3815196,1.03084265,141.37789677,17.981303,309.7167632,7.34582171,2.3373739,1.2444646
2013-03-21,,8.231130717,6.3180738,1.7919388,,1.607,,102.0424595,1.02287345,141.05287793,17.96539,308.3888934,7.3417355,2.3317301,1.2447573
2013-03-22,,8.247126281,6.3198418,1.7904688,,1.605085,,101.5835173,1.01487783,140.24913026,17.969629,308.0865369,7.33891896,2.3226494,1.2449216
2013-03-25,,8.138035815,6.3214519,1.7945825,,1.607748,,101.3017177,1.01325055,140.56806924,17.973074,307.7052909,7.33958987,2.3091359,1.2453481
2013-03-26,,8.184717654,6.3232017,1.7955602,,1.607982,,102.1637118,1.02253532,140.90036247,17.974135,308.7584026,7.34939879,2.3343599,1.2457582
2013-03-27,,8.344692739,6.3249268,1.7957059,,1.607869,,102.560512,1.02822918,141.38248963,17.972294,309.4039091,7.35485439,2.3434575,1.2460601
2013-03-28,,8.28987036,6.3266705,1.7776001,,1.589848,,103.5884627,1.03251365,142.17573802,17.97989,309.0585528,7.36316783,2.3599202,1.2464586
2013-04-01,,8.062728856,6.3284651,1.7640275,,1.574233,,103.23725,1.02360384,141.55590612,17.972905,307.4535479,7.36033602,2.3397171,1.2466126
2013-04-02,,7.887514252,6.3301892,1.7706634,,1.582142,,102.3276087,1.01356272,141.15859326,17.981845,306.6085712,7.35573745,2.3099402,1.2468504
2013-04-03,,8.394625227,6.3319696,1.7615626,,1.573713,,102.6475276,1.02185155,141.26217708,17.974332,307.2275044,7.35600671,2.3225345,1.2474299
2013-04-04,,8.120230208,6.3338272,1.7649086,,1.578017,,101.8161552,1.00719977,140.1113735,17.952791,306.0465542,7.35110707,2.2939942,1.2474991
2013-04-05,,8.207076469,6.3355193,1.7880292,,1.603038,,102.1129929,1.01020906,140.90583135,18.035486,307.7215769,7.36068437,2.3043921,1.2479042
2013-04-08,,8.239649509,6.3372027,1.7851121,,1.598838,,102.3497374,1.01020163,140.91678706,17.978617,307.3641575,7.36460037,2.3024808,1.248699
2013-04-09,,8.590948331,6.3389413,1.788333,,1.602981,,103.0929542,1.02421714,141.64118695,17.999634,309.3605056,7.37385386,2.3411135,1.2490244
2013-04-10,,8.309491841,6.3407149,1.789169,,1.603922,,103.8530058,1.03320133,142.50788172,18.010536,309.8766641,7.38230328,2.3501989,1.2492534
2013-04-11,,8.105935801,6.3424166,1.7845447,,1.599269,,103.3850702,1.02402399,142.22860615,18.010905,308.6839802,7.37442816,2.3194757,1.2495369
2013-04-12,,8.209318944,6.3441735,1.7717675,,1.590953,,102.7138805,1.01211609,141.43607334,17.974065,307.4868813,7.37317512,2.3031745,1.2501518
2013-04-15,,7.708222481,6.3461123,1.7679485,,1.587515,,100.9696461,0.98815496,139.73961264,17.941836,304.3523165,7.356596,2.2299844,1.2501786
2013-04-16,,7.882448154,6.3479351,1.769295,,1.589378,,102.1852258,1.00653111,141.01329999,17.943496,306.3085015,7.36607812,2.2730054,1.2504064
2013-04-17,,7.911240693,6.3496707,1.7687964,,1.59073,,101.3404563,0.99278243,139.85942966,17.941559,305.0913298,7.36190232,2.2364408,1.2507939
2013-04-18,,7.778531027,6.3514381,1.7988639,,1.614346,,101.7121058,1.00079537,140.61994548,18.089243,306.8486506,7.37148391,2.2459399,1.2512345
2013-04-19,,7.825262353,6.3529361,1.8035169,,1.61956,,102.835054,1.01193014,141.31428152,18.110995,308.2832779,7.38005892,2.2831751,1.2524519
2013-04-22,,7.93225634,6.3546139,1.8077486,,1.622871,,102.9975283,1.01772388,141.6005998,18.092403,308.8397793,7.38651681,2.289313,1.2527525
2013-04-23,,8.128143154,6.3562195,1.8087995,,1.623082,,103.6294115,1.02866504,142.75744756,18.08415,310.2100094,7.39188928,2.3161206,1.2531273
2013-04-24,,8.169737838,6.3581911,1.8044119,,1.618853,,103.7642991,1.0300599,143.66111964,18.10293,310.2185019,7.39305881,2.3240491,1.2535024
2013-04-25,,8.319315386,6.3598187,1.7959724,,1.612098,,103.6549366,1.03092492,143.48797811,18.097241,309.7847449,7.39490611,2.3248125,1.2537099
2013-04-26,,8.052629284,6.3616385,1.7972746,,1.61258,,102.5761939,1.01661834,142.64532081,18.078572,308.5630665,7.38342852,2.2881755,1.2539055
2013-04-29,,8.16550714,6.3633946,1.7991384,,1.614438,,102.7916484,1.02367905,143.08851041,18.079943,309.716769,7.38379548,2.3071439,1.2543067
2013-04-30,,8.321796177,6.3651263,1.8037064,,1.618817,,104.6093774,1.04239341,144.64216806,18.079936,312.0198795,7.40211436,2.3531341,1.2546516
2013-05-02,,8.137889219,6.3668975,1.8198609,,1.633327,,104.4044519,1.03903722,144.76265189,18.090383,312.1750869,7.40678071,2.3357453,1.2550109
2013-05-03,,8.212196702,6.3686231,1.8137534,,1.627538,,104.9337467,1.04516163,145.65931479,18.115998,312.1622402,7.41134634,2.3509182,1.2555478
2013-05-06,,8.218932305,6.3704662,1.8171152,,1.631286,,104.7478602,1.04438065,145.62696287,18.128675,312.4831651,7.41315581,2.3449001,1.2557738
2013-05-07,,8.464761022,6.3721324,1.8212398,,1.634215,,105.4061744,1.05565297,146.16498008,18.133277,313.9076699,7.42106045,2.372467,1.2561656
2013-05-08,,8.490802419,6.3739213,1.8275511,,1.635235,,105.3395196,1.0542904,145.83091832,18.130596,313.7299007,7.421416,2.3667162,1.2565523
2013-05-09,,8.536177256,6.3755944,1.8154668,,1.627749,,105.4762853,1.05421823,145.83773518,18.152833,313.5451287,7.4252675,2.3618472,1.2568853
2013-05-10,,8.315980943,6.3774451,1.8052877,,1.620065,,105.3389731,1.05053239,145.34890878,18.180944,312.8973744,7.42410377,2.3488574,1.257159
2013-05-13,,8.122350248,6.3792731,1.809255,,1.623116,,104.6765571,1.0391238,144.98434181,18.193224,311.8622197,7.42095268,2.3242934,1.2573509
2013-05-14,,7.964939202,6.3811097,1.7952237,,1.609684,,105.2368869,1.04400492,145.22346978,18.206071,311.6189145,7.4253804,2.3302512,1.25782
2013-05-15,,7.797874143,6.3830589,1.8036681,,1.61657,,105.5813557,1.04913774,145.81875307,18.230237,312.2197635,7.43034548,2.3356009,1.25813
2013-05-16,,7.616341161,6.3849628,1.8078293,,1.621564,,105.3488825,1.0436389,145.29404744,18.203189,312.0617545,7.43228922,2.3195789,1.2587514
2013-05-17,,7.688281537,6.3868059,1.800963,,1.61594,,105.9001347,1.04952612,145.87565878,18.217522,312.6143779,7.43961066,2.3438295,1.2591511
2013-05-20,,7.987061002,6.3886402,1.79319,,1.609661,,106.4062042,1.05813868,146.23667584,18.225518,313.3681299,7.4422953,2.3652961,1.2593205
2013-05-21,,8.049324227,6.3904432,1.7963488,,1.611973,,107.1390158,1.0649158,147.14142726,18.228689,313.9983225,7.44593788,2.3912087,1.2595924
2013-05-22,,7.920882912,6.392186,1.7921894,,1.607061,,107.5507564,1.06708971,147.70904358,18.242456,313.516844,7.44864561,2.3960521,1.2599391
2013-05-23,,7.773137448,6.3940056,1.7882217,,1.603071,,107.0371471,1.05950772,147.32021647,18.272697,312.7187832,7.44212941,2.3835634,1.2602009
2013-05-24,,7.69781823,6.395808,1.7721401,,1.591523,,107.2897477,1.05879429,147.96853417,18.25677,311.9439027,7.444081,2.3846594,1.2604668
2013-05-27,,7.733544064,6.3976493,1.7557996,,1.576927,,107.0278889,1.05531829,148.07098686,18.255692,311.1576044,7.4444402,2.3859087,1.2606669
2013-05-28,,7.60024667,6.3995107,1.7448842,,1.564265,,107.2189202,1.05815457,148.0290307,18.278119,310.5031062,7.45023985,2.3897315,1.2609411
2013-05-29,,7.53939937,6.4013484,1.7588242,,1.575098,,105.7942914,1.04503349,146.66502064,18.264553,309.6236821,7.4429892,2.3502231,1.2611039
2013-05-31,,7.39403763,6.4031638,1.7163953,,1.546504,,104.9518637,1.04105499,146.51564521,18.195262,307.8919472,7.438302,2.3283344,1.2615221
2013-06-03,,7.671277391,6.4052633,1.716478,,1.54592,,104.8711745,1.03672178,146.31774367,18.179186,307.8943344,7.43349549,2.3325084,1.261072
2013-06-04,,7.767383648,6.4071983,1.7302967,,1.55776,,104.7615231,1.03490656,145.84526749,18.213522,308.4323356,7.43410032,2.3349093,1.2614024
2013-06-05,,7.50609995,6.4091069,1.734709,,1.563639,,103.5745659,1.01980151,144.59999027,18.189501,306.6773906,7.43193516,2.2797186,1.2621458
2013-06-06,,7.592556349,6.4114355,1.7241326,,1.554662,,103.2674963,1.01581485,143.80188413,18.194722,306.4342569,7.4270886,2.2733539,1.2628665
2013-06-07,,7.468923623,6.4133083,1.7187,,1.547468,,102.0827587,1.00645806,142.52361695,18.177949,304.8488455,7.4275311,2.2453834,1.2627487
2013-06-10,,7.393593089,6.4152929,1.6650864,,1.503444,,101.6095458,1.00211716,142.04396191,18.179549,302.5294652,7.42406844,2.2353049,1.2630219
2013-06-11,,7.212021621,6.417318,1.6546487,,1.495227,,100.1043213,0.97895123,139.9026758,18.132446,300.0381671,7.41835053,2.1791149,1.2629176
2013-06-12,,7.133928885,6.4192684,1.6414336,,1.484039,,99.7377736,0.97250556,139.79240256,18.050261,298.6085441,7.41341282,2.1667295,1.2630549
2013-06-13,,7.495507426,6.4214649,1.6746959,,1.514458,,100.8037172,0.98317119,141.61164011,18.098064,301.1583908,7.42490041,2.2115386,1.2632093
2013-06-14,,7.300315102,6.42337,1.6651782,,1.507397,,100.0230121,0.97121592,140.3756215,18.053818,299.4450173,7.42338859,2.1806929,1.2641382
2013-06-17,,7.37657581,6.4254406,1.6506449,,1.494008,,100.0425747,0.97290101,140.44305989,17.978239,299.2573848,7.42376737,2.1804958,1.264095
2013-06-18,,7.527282174,6.4275946,1.6258622,,1.473251,,99.9946565,0.97309199,140.12846418,17.90362,298.5546014,7.42227234,2.1849609,1.2640575
2013-06-19,,7.449827223,6.4298112,1.5874348,,1.439622,,98.3881697,0.95129532,138.08611447,17.852364,295.3089035,7.41317923,2.1354996,1.2639631
2013-06-20,,7.507107606,6.4318815,1.6182568,,1.467968,,97.7283194,0.94371864,137.05245224,17.842119,296.4231345,7.40592856,2.1252424,1.2640428
2013-06-21,,7.386368893,6.4338701,1.6364956,,1.485353,,97.1334094,0.93253391,136.06069315,17.949391,295.6614045,7.41679496,2.0998078,1.2644727
2013-06-24,,7.01065423,6.4356557,1.6563238,,1.503397,,95.8305933,0.91294109,133.19684626,18.046566,294.7424192,7.41357693,2.0417678,1.2651985
2013-06-25,,7.132892785,6.4374219,1.6701372,,1.513029,,96.4808416,0.92331242,134.16224868,18.105006,296.3631578,7.41551348,2.0779331,1.266021
2013-06-26,,6.903922545,6.4392527,1.6708021,,1.514464,,97.0664193,0.9324904,134.81554987,18.113644,296.8438777,7.42584321,2.0894443,1.2665841
2013-06-27,,6.903485746,6.4412228,1.6818222,,1.525157,,98.2687323,0.94709277,137.04744721,18.184852,298.7033175,7.43868118,2.110424,1.2669751
2013-06-28,,7.059582788,6.4431083,1.6581148,,1.504314,,98.5560861,0.95366228,137.31344188,18.189751,298.2746783,7.44617784,2.1077162,1.2676313
2013-07-01,,7.15307273,6.4451421,1.6647379,,1.509971,,98.8547767,0.95176496,137.18817845,18.206805,298.9077429,7.45143847,2.1044532,1.2674979
2013-07-02,,6.914216936,6.4471601,1.6733319,,1.517396,,96.7900677,0.92364731,133.72533773,18.2637,296.1529115,7.44847898,2.0308353,1.2682839
2013-07-03,,6.88729344,6.449071,1.6674665,,1.513054,,96.3308201,0.92086258,133.33827643,18.260199,295.7152701,7.4482808,2.0212536,1.268841
2013-07-04,,7.146942037,6.4510273,1.6473701,,1.493727,,97.0281611,0.93063937,133.9602402,18.247271,295.6775598,7.44674971,2.0484999,1.2691417
2013-07-05,,6.961056827,6.452997,1.6489608,,1.490605,,96.6179063,0.92063323,132.74118073,18.271517,294.3308634,7.44886993,2.01732,1.2690832
2013-07-08,,6.88599162,6.4549089,1.6490542,,1.497233,,96.8411233,0.92238742,133.36675491,18.292526,294.4951448,7.45299308,2.0140671,1.2693902
2013-07-09,,6.885585187,6.4568246,1.6495608,,1.497749,,96.8400626,0.92221638,133.36432079,18.298651,294.56228,7.45519616,2.0140798,1.2700982
2013-07-10,,7.024855128,6.4588211,1.6482956,,1.492916,,96.9869487,0.92680658,133.22032182,18.320435,295.076918,7.45563966,2.0230736,1.2705032
2013-07-11,,7.349520192,6.4607555,1.6392253,,1.486282,,98.2240903,0.94780934,135.6453564,18.33831,297.0576561,7.46259923,2.0759426,1.2708041
2013-07-12,,7.232181275,6.4627169,1.6414357,,1.486868,,97.3295819,0.93987128,134.56375323,18.331286,295.9591325,7.46550861,2.0460631,1.2710381
2013-07-15,,7.301409559,6.4647906,1.6607812,,1.500973,,98.1481659,0.95015435,135.78727365,18.351224,298.0939574,7.46684261,2.0816378,1.2715692
2013-07-16,,7.565654835,6.4668073,1.6591008,,1.501591,,98.4453547,0.94955879,136.19677163,18.342875,298.5870633,7.46753199,2.0895423,1.2723204
2013-07-17,,7.711944032,6.4687969,1.6720973,,1.51421,,98.9746575,0.95546313,137.28189298,18.359939,299.9499553,7.47660256,2.1110312,1.2727495
2013-07-18,,7.664892258,6.4708273,1.6859972,,1.527667,,99.3552551,0.95785078,137.61979148,18.387788,300.8485869,7.48161976,2.1184163,1.2733773
2013-07-19,,7.483863021,6.4728658,1.6960424,,1.536742,,98.9604131,0.95168041,137.33843405,18.389556,300.6350297,7.48467845,2.1107711,1.2739326
2013-07-22,,7.606123888,6.4748928,1.7013058,,1.543997,,99.9666763,0.9652176,138.61389817,18.401214,302.6602241,7.48809671,2.1450921,1.2744174
2013-07-23,,7.752496696,6.4769091,1.7089764,,1.550861,,100.1366163,0.96859543,139.15039079,18.409543,303.7264204,7.49146026,2.1605134,1.2749574
2013-07-24,,7.725529683,6.4789621,1.6974026,,1.540186,,99.8390879,0.96485446,138.84882441,18.429186,302.773197,7.48881123,2.1450969,1.2755445
2013-07-25,,7.809305295,6.4810359,1.6958479,,1.537762,,100.371611,0.97025569,139.50311344,18.440124,303.5066164,7.48837713,2.1610514,1.2758028
2013-07-26,,7.808816656,6.4831392,1.6905843,,1.534215,,100.5304444,0.97305724,139.55467251,18.439853,303.5096392,7.488906,2.1796672,1.2761536
2013-07-29,,7.706292139,6.4850057,1.6722858,,1.519381,,100.2142029,0.96844281,139.17529682,18.438339,302.3151148,7.48587799,2.1712784,1.2764328
2013-07-30,,7.518572456,6.4871714,1.6643158,,1.512274,,100.0674729,0.9652883,139.30977492,18.441429,301.3928548,7.49183408,2.1627524,1.2766321
2013-07-31,,7.508494788,6.4893061,1.677001,,1.524019,,99.9296183,0.96622482,139.80374289,18.459605,302.0758927,7.49742194,2.1538852,1.276833
2013-08-01,,7.582437748,6.4926058,1.6608865,,1.509473,,100.7926531,0.97804821,141.11741224,18.44852,303.3069485,7.49856851,2.1873399,1.2773701
2013-08-02,,7.562760144,6.4934231,1.6706368,,1.519076,,100.3860293,0.97172773,140.59920243,18.466452,303.2979646,7.50066703,2.1704278,1.2774775
2013-08-05,,7.634299702,6.495271,1.677593,,1.524336,,100.3291455,0.96872124,140.48795742,18.471136,303.2196081,7.50415466,2.1652086,1.2779679
2013-08-06,,7.576212349,6.4972186,1.6710172,,1.518282,,99.2633425,0.95634784,138.65687616,18.465871,301.2894179,7.49821275,2.131814,1.2785164
2013-08-07,,7.741367094,6.4992829,1.6710001,,1.518738,,99.2019938,0.95631058,137.75192533,18.469126,301.4547807,7.49683435,2.1332086,1.2787931
2013-08-08,,8.024134201,6.5012498,1.6753981,,1.523065,,100.5854354,0.97256336,139.990062,18.488795,303.6136527,7.50226063,2.1828177,1.2791462
2013-08-09,,8.400502161,6.5031555,1.6804176,,1.526737,,101.2815485,0.97959936,141.64831629,18.50466,305.0501162,7.50461669,2.2129633,1.2795804
2013-08-12,,8.580368504,6.5050918,1.6548044,,1.504117,,101.4639156,0.98337711,141.10109339,18.499459,304.2900741,7.49610321,2.2291647,1.280026
2013-08-13,,8.606298784,6.5071487,1.6552927,,1.501631,,101.7819017,0.98839614,141.42739402,18.52784,304.8811117,7.497814,2.2347823,1.27987
2013-08-14,,8.646653159,6.5092335,1.639601,,1.489089,,101.251557,0.98457394,140.7542827,18.529053,304.3809288,7.48836062,2.2340369,1.2800952
2013-08-15,,8.73511224,6.5113415,1.643094,,1.493489,,100.7251553,0.98202245,140.67145467,18.536605,304.740939,7.48674939,2.2372985,1.2801987
2013-08-16,,8.842772811,6.513388,1.6368115,,1.488814,,100.7073694,0.98544049,140.82367013,18.490523,305.0624953,7.48495373,2.2502734,1.2806269
2013-08-19,,8.796438426,6.515488,1.6266273,,1.479265,,99.7662685,0.97951339,139.93083412,18.466338,304.4259577,7.47915391,2.2473556,1.2812366
2013-08-20,,8.548141292,6.5177406,1.6545057,,1.500772,,98.9805178,0.96895056,138.84332135,18.511626,303.7761337,7.48171951,2.2028124,1.281813
2013-08-21,,8.457486915,6.5196444,1.6337518,,1.482426,,98.8121988,0.96966127,139.02951798,18.484156,302.5413059,7.48146832,2.1988292,1.2823774
2013-08-22,,8.758482033,6.5217526,1.637745,,1.485952,,99.4425198,0.97685457,140.15844482,18.523088,304.2083679,7.48122288,2.2283732,1.2822875
2013-08-23,,8.724133839,6.5238305,1.6563535,,1.506173,,101.0510683,0.9887891,141.53071655,18.580993,306.3931064,7.49379218,2.2685856,1.2828727
2013-08-26,,8.670488142,6.5257575,1.645508,,1.4985,,100.2648284,0.98119024,140.69446693,18.554689,305.0086359,7.49349808,2.2445585,1.2837431
2013-08-27,,8.517931546,6.5278427,1.6456371,,1.498955,,99.0422013,0.96654428,139.54973905,18.569661,303.1833349,7.49433554,2.1987349,1.284027
2013-08-28,,8.413631826,6.5299088,1.6476772,,1.500731,,98.8969555,0.96447063,139.52611188,18.578748,302.9624147,7.49328414,2.1959956,1.2843312
2013-08-29,,8.210421043,6.5319186,1.6262115,,1.484628,,99.4552283,0.96935735,140.21188795,18.572618,302.6653374,7.50325744,2.2074385,1.2850097
2013-08-30,,8.311132004,6.5342469,1.6250848,,1.483615,,100.2689679,0.97977098,141.43786937,18.576072,303.5255967,7.51077165,2.2257984,1.2847513
2013-09-02,,8.599930782,6.5365054,1.6247875,,1.482653,,101.0697304,0.99258062,142.59001449,18.583224,304.9381741,7.51704577,2.2630031,1.2851354
2013-09-03,,8.654840354,6.5387027,1.6241842,,1.48183,,100.5183741,0.9865911,142.27252186,18.602153,303.8449828,7.5025108,2.2519183,1.2855496
2013-09-04,,8.690459411,6.5409719,1.6236244,,1.481079,,100.6981338,0.98997198,142.20028842,18.601347,304.2979546,7.50870884,2.2511355,1.2859688
2013-09-05,,8.687501664,6.5431728,1.6217966,,1.478983,,101.2536097,0.9954421,142.92743849,18.603201,305.0938347,7.51298832,2.2635176,1.2864489
2013-09-06,,8.660434772,6.5453886,1.6283661,,1.483397,,102.1620027,1.00418286,143.67058464,18.608191,306.2221823,7.51885803,2.2859824,1.2868705
