DATA,Fundo,CDI
2014-07-14,1.027024109621617,1.054016376252022
2014-07-15,1.0277551136598637,1.0544454136179755
2014-07-16,1.0237928355354833,1.0548746256235886
2014-07-17,1.021758535977999,1.0553040123399486
2014-07-18,1.0288193125383325,1.0557335738381717
2014-07-21,1.0306320742666832,1.0561633101894026
2014-07-22,1.0336379631549424,1.056593221464815
2014-07-23,1.0329649110446435,1.0570233077356124
2014-07-24,1.0363738205031294,1.057453569073026
2014-07-25,1.0355964750916624,1.0578840055483172
2014-07-28,1.034740687504568,1.0583146172327755
2014-07-29,1.0332028860686224,1.05874540419772
2014-07-30,1.0321857625044246,1.0591763665144986
2014-07-31,1.0265983852712015,1.0596075042544884
2014-08-01,1.0266140752121145,1.0600388174890951
2014-08-04,1.0301852750739124,1.0604706879037284
2014-08-05,1.0289690871910586,1.0609027342666872
2014-08-06,1.0306979266131142,1.0613349566496548
2014-08-07,1.0298664899439869,1.0617673551243434
2014-08-08,1.0269193461436905,1.0621999297624947
2014-08-11,1.032751870742036,1.0626326806358792
2014-08-12,1.0321189995174935,1.063065607816297
2014-08-13,1.028664803081191,1.0634987113755774
2014-08-14,1.0315870574721169,1.063931991385579
2014-08-15,1.0394968056670584,1.0643658309337063
2014-08-18,1.0443747877235756,1.064799464216887
2014-08-19,1.0488316355174219,1.0652332741666035
2014-08-20,1.0489083796417689,1.065668411306768
2014-08-21,1.0490438435971152,1.0661029589148465
2014-08-22,1.0489566428354808,1.066537299921338
2014-08-25,1.0552060024907766,1.066972969742983
2014-08-26,1.0572182091388294,1.0674088175313934
2014-08-27,1.0641360361787269,1.0678436905577438
2014-08-28,1.0633989447337966,1.0682798940268998
2014-08-29,1.0701328249081163,1.0687151219385254
2014-09-01,1.0709497195272972,1.0691505271663544
2014-09-02,1.075045246282285,1.0695861097826271
2014-09-03,1.075020801733871,1.0700218698596138
2014-09-04,1.0714050091532734,1.0704578074696134
2014-09-05,1.0706747200926412,1.0708939226849545
2014-09-08,1.0613550065750887,1.0713302155779956
2014-09-09,1.0545911602124691,1.0717666862211241
2014-09-10,1.0539568345308208,1.0722044921947786
2014-09-11,1.0560385093241804,1.0726413190269437
2014-09-12,1.0404070648947736,1.0730783238267285
2014-09-15,1.0444865072012455,1.0735155066666389
2014-09-16,1.0516303346491265,1.0739528676192098
2014-09-17,1.0519797130542066,1.0743904067570065
2014-09-18,1.0475494823893439,1.0748281241526234
2014-09-19,1.0468204103057024,1.0752660198786845
2014-09-22,1.0379236652189032,1.0757040940078433
2014-09-23,1.0399078597742453,1.0761435083732047
2014-09-24,1.0454545724479756,1.0765831022349401
2014-09-25,1.0414408970725468,1.0770228756663722
2014-09-26,1.0470463327808976,1.0774616655561475
2014-09-29,1.027552738958289,1.0779006342133117
2014-09-30,1.0302451378221498,1.0783397817106966
2014-10-01,1.0230569297928043,1.0787791081211633
2014-10-02,1.0271720860588356,1.079218613517603
2014-10-03,1.0361361749771418,1.079658297972936
2014-10-06,1.0498949875597416,1.0800981615601133
2014-10-07,1.0561135802726065,1.080539370858129
2014-10-08,1.056569070710567,1.0809807603857309
2014-10-09,1.0572600884423595,1.0814223302165409
2014-10-10,1.0488953395523073,1.0818640804242112
2014-10-13,1.0636908419304916,1.0823048426692168
2014-10-14,1.0617085508480892,1.0827469533743987
2014-10-15,1.0516829655154376,1.083188075310673
2014-10-16,1.0453479510617465,1.0836305468075569
2014-10-17,1.0535602871648693,1.0840731990496224
2014-10-20,1.0430535674794637,1.0845160321107024
2014-10-21,1.0263686176398168,1.0849590460646594
2014-10-22,1.0267813229175144,1.0854022409853865
2014-10-23,1.0168480834787288,1.0858456169468067
2014-10-24,1.029002989723161,1.0862891740228735
2014-10-27,1.0226115581482302,1.0867329122875702
2014-10-28,1.0360145263193465,1.0871768318149106
2014-10-29,1.0291181667235532,1.0876209326789388
2014-10-30,1.0319955018553582,1.088074938284867
2014-10-31,1.0426178865888633,1.0885279691661711
2014-11-03,1.0376631529754965,1.0889811886714131
2014-11-04,1.03636292171079,1.0894345968791284
2014-11-05,1.0379253684799092,1.0898893595629036
2014-11-06,1.029023723676318,1.0903443120782659
2014-11-07,1.0289799298728264,1.0907994545044566
2014-11-10,1.029863026398649,1.0912547869207503
2014-11-11,1.0280508752344844,1.0917103094064546
2014-11-12,1.0284554963044659,1.0921660220409102
2014-11-13,1.0224967801529126,1.0926219249034907
2014-11-14,1.0250000005035602,1.093078018073603
2014-11-17,1.0236253348398652,1.0935343016306875
2014-11-18,1.0304449597907588,1.093990775654217
2014-11-19,1.0394673452828331,1.0944474402236983
2014-11-20,1.0397507637726293,1.0949042954186707
2014-11-21,1.0573103540011037,1.0953613413187073
2014-11-24,1.0564883632990876,1.095818578003414
2014-11-25,1.059282699981032,1.0962760055524299
2014-11-26,1.0615785830960245,1.0967336240454275
2014-11-27,1.061599624938217,1.0971914335621127
2014-11-28,1.0590544983875296,1.0976482601873907
2014-12-01,1.0458593540264718,1.0981052770170023
2014-12-02,1.0394280963640719,1.0985624841301411
2014-12-03,1.043296127224051,1.0990210570678915
2014-12-04,1.0445057393930677,1.0994994169731909
2014-12-05,1.048484427798211,1.0999779850894225
2014-12-08,1.0405393472369415,1.1004567615072125
2014-12-09,1.038781088422879,1.1009349649929254
2014-12-10,1.0348420920026822,1.1014133762819631
2014-12-11,1.0321952494995157,1.1018927774681235
2014-12-12,1.024186340951538,1.1023723873184443
2014-12-15,1.017296649616284,1.1028522059237484
2014-12-16,1.0150822494540808,1.1033322333748987
2014-12-17,1.0218303689233663,1.1038124697627973
2014-12-18,1.022744165437388,1.1042929151783862
2014-12-19,1.0279555514616059,1.1047735697126466
2014-12-22,1.0324748206653562,1.1052544334565997
2014-12-23,1.033581137822139,1.1057347217706583
2014-12-24,1.0339681109845142,1.1062152187940038
2014-12-26,1.0329528843242035,1.1066959246173307
2014-12-29,1.0337822972700714,1.1071776250854795
2014-12-30,1.0363306155841892,1.1076587491224603
2014-12-31,1.0367781888732537,1.1081400822318914
2015-01-02,1.0321288185376598,1.1086216245046254
2015-01-05,1.0303748015170628,1.1091033760315538
2015-01-06,1.0363699690805024,1.1095853369036084
2015-01-07,1.0407449454719986,1.1100675072117598
2015-01-08,1.0427270420574564,1.1105498870470187
2015-01-09,1.0433769459565703,1.1110324765004351
2015-01-12,1.0359950104613849,1.1115152756630984
2015-01-13,1.0388424309551598,1.1119982846261378
2015-01-14,1.0397415191905655,1.112481503480722
2015-01-15,1.042277093620841,1.1129649323180597
2015-01-16,1.049312532519969,1.1134485712293987
2015-01-19,1.0422249813258153,1.1139324203060263
2015-01-20,1.0486079701857416,1.1144164796392704
2015-01-21,1.0537284827254585,1.1149007493204977
2015-01-22,1.0519117012420924,1.1154058105089473
2015-01-23,1.0542425881711706,1.1159106989490741
2015-01-26,1.0515768211030476,1.1164158159269533
2015-01-27,1.051603046251409,1.1169211615460326
2015-01-28,1.04946384147675,1.1174267359098065
2015-01-29,1.0540781678971625,1.117932539121816
2015-01-30,1.0481904206685575,1.1184385712856495
2015-02-02,1.048200287005945,1.1189448325049418
2015-02-03,1.0526206724402205,1.1194517257035148
2015-02-04,1.0514574785084163,1.1199588485297758
2015-02-05,1.0506007436670903,1.1204662010877482
2015-02-06,1.0484846523427653,1.120973783481503
2015-02-09,1.0475902351390864,1.1214815958151578
2015-02-10,1.0424072160464215,1.121989638192878
2015-02-11,1.0357124096930836,1.1224979107188757
2015-02-12,1.0450313538775406,1.1230064134974105
2015-02-13,1.048297286469875,1.1235151466327888
2015-02-18,1.0505465585992646,1.1240241102293649
2015-02-19,1.0522144811716074,1.1245333043915398
2015-02-20,1.051295646452307,1.1250427292237621
2015-02-23,1.0526730814943923,1.1255523848305278
2015-02-24,1.0577686410075264,1.12606227131638
2015-02-25,1.0589374037692123,1.126572388785909
2015-02-26,1.0610751966728593,1.1270827373437529
2015-02-27,1.0699267010140279,1.1275933170945969
2015-03-02,1.0661380649752463,1.1281041281431738
2015-03-03,1.067138955372087,1.128615170594264
2015-03-04,1.062528220754806,1.129126444552695
2015-03-05,1.0595448981811388,1.1296582969818725
2015-03-06,1.0596698476991377,1.1301903999294998
2015-03-09,1.046504398453521,1.1307227535135784
2015-03-10,1.0476632581364245,1.1312553578521658
2015-03-11,1.0517676867989354,1.1317882130633747
2015-03-12,1.0510310765002604,1.1323213192653738
2015-03-13,1.052343770947472,1.1328546765763874
2015-03-16,1.0542253839082778,1.133388285114695
2015-03-17,1.0653829426683907,1.1339221449986325
2015-03-18,1.0729276061390614,1.1344562563465912
2015-03-19,1.0651929850793915,1.134990619277018
2015-03-20,1.0699533552992972,1.135525233908416
2015-03-23,1.071386279125077,1.1360604977931759
2015-03-24,1.071015030521847,1.1365960139906257
2015-03-25,1.0725753763504184,1.1371317826197007
2015-03-26,1.0692191365304522,1.137667803799392
2015-03-27,1.066996706565065,1.138204077648747
2015-03-30,1.0721449475111342,1.138740205915442
2015-03-31,1.0752927130235133,1.1392765867146342
2015-04-01,1.084627214045878,1.1398132201652742
2015-04-02,1.086862431084471,1.1403501063863686
2015-04-06,1.0899565532876587,1.1408872454969796
2015-04-07,1.08983162715322,1.141424637616226
2015-04-08,1.096871844456793,1.1419622828632823
2015-04-09,1.0918980518760015,1.1425001813573792
2015-04-10,1.0955932836515714,1.1430383332178038
2015-04-13,1.0955726682800206,1.1435767385638993
2015-04-14,1.0988205980866823,1.1441153975150649
2015-04-15,1.103875815040801,1.1446543101907563
2015-04-16,1.1024319857634222,1.1451934767104852
2015-04-17,1.0992992152889716,1.14573289719382
2015-04-20,1.094061665782045,1.1462725717603852
2015-04-22,1.0954438657951309,1.1468125005298615
2015-04-23,1.0987617154050278,1.147352683621986
2015-04-24,1.0997031198616831,1.1478931211565524
2015-04-27,1.1014519648500574,1.1484342150160032
2015-04-28,1.1024445935213691,1.1489759658882526
2015-04-29,1.1043409181672736,1.149517972320641
2015-04-30,1.1023879626396287,1.1500800521235666
2015-05-04,1.1037135930011017,1.1506424067666534
2015-05-05,1.1037800513841016,1.151205841833975
2015-05-06,1.103680234252053,1.1517695527985459
2015-05-07,1.1043050231665534,1.1523335397954648
2015-05-08,1.112120090923655,1.1528978029598966
2015-05-11,1.1077937380269336,1.1534623424270722
2015-05-12,1.1070131116297566,1.1540271583322885
2015-05-13,1.108274917645021,1.1545922508109092
2015-05-14,1.1163933247330264,1.155157619998364
2015-05-15,1.1205736746578576,1.1557232660301486
2015-05-18,1.115464922101912,1.1562891890418256
2015-05-19,1.1149800463399022,1.1568553891690239
2015-05-20,1.120623846338247,1.1574218665474383
2015-05-21,1.121510676632965,1.1579886213128308
2015-05-22,1.1244772585461882,1.158555653601029
2015-05-25,1.122704607798541,1.159122963547928
2015-05-26,1.1220961629876627,1.1596905512894888
2015-05-27,1.1200553927412433,1.160258416961739
2015-05-28,1.1237370896190944,1.1608265607007726
2015-05-29,1.1219012645940671,1.161394982642751
2015-06-01,1.1217343347549311,1.1619636829239017
2015-06-02,1.1198181146204857,1.1625326616805192
2015-06-03,1.1199055476333168,1.1631019190489644
2015-06-05,1.119787314151763,1.1636922281659392
2015-06-08,1.1238418449069716,1.1642828368825002
2015-06-09,1.1251233895186625,1.1648737453507032
2015-06-10,1.1237505168905502,1.1654649537226809
2015-06-11,1.1235153853023472,1.1660564621506437
2015-06-12,1.1254997150816084,1.166648270786879
2015-06-15,1.1231170226562879,1.1672403797837514
2015-06-16,1.1243679066768542,1.167832789293703
2015-06-17,1.126487597020262,1.1684254994692531
2015-06-18,1.127604252989522,1.1690185104629987
2015-06-19,1.1290183197754398,1.1696118224276137
2015-06-22,1.131241044074123,1.1702054355158504
2015-06-23,1.1316152293380635,1.1707993498805378
2015-06-24,1.1313087665544255,1.1713935656745826
2015-06-25,1.1266534932920598,1.1719880830509695
2015-06-26,1.1284574441752337,1.1725829021627603
2015-06-29,1.1252776073412087,1.1731780231630948
2015-06-30,1.1249058177375242,1.1737734462051908
2015-07-01,1.122933081300181,1.1743691714423432
2015-07-02,1.1269294947811381,1.1749651990279253
2015-07-03,1.1285055081512538,1.1755615291153878
2015-07-06,1.1271408490852266,1.1761581618582597
2015-07-07,1.1274502076219415,1.1767550974101475
2015-07-08,1.1264995237439879,1.177352335924736
2015-07-09,1.1271294224480732,1.1779498775557877
2015-07-10,1.1277166147917492,1.1785477224571435
2015-07-13,1.127591972937436,1.179145870782722
2015-07-14,1.1277410279748346,1.1797443226865203
2015-07-15,1.1292940870418482,1.1803430783226132
2015-07-16,1.130923647893417,1.1809421378451541
2015-07-17,1.1306106964979714,1.1815415014083746
2015-07-20,1.1332348506755618,1.1821411691665842
2015-07-21,1.1357109419902969,1.1827411412741713
2015-07-22,1.133195966655546,1.183341417885602
2015-07-23,1.1216016055156406,1.1839419991554214
2015-07-24,1.1203135023429147,1.1845428852382527
2015-07-27,1.1211479962484578,1.1851440762887975
2015-07-28,1.1217527091648005,1.1857455724618362
2015-07-29,1.1221285568102093,1.1863473739122277
2015-07-30,1.1234866239026362,1.1869697436080557
2015-07-31,1.1242999543785877,1.18759243980525
2015-08-03,1.123903060022666,1.1882154626750963
2015-08-04,1.1246619479594,1.1888388123889704
2015-08-05,1.124267037957246,1.1894624891183379
2015-08-06,1.12315223204403,1.1900864930347543
2015-08-07,1.1229979233923832,1.1907108243098654
2015-08-10,1.1240523676154817,1.1913354831154066
2015-08-11,1.124690585958667,1.1919604696232038
2015-08-12,1.1258053010740927,1.1925857840051728
2015-08-13,1.1262858452422944,1.1932114264333198
2015-08-14,1.1270046569651637,1.1938373970797411
2015-08-17,1.1277819371205136,1.194463696116623
2015-08-18,1.129063446345566,1.195090323716243
2015-08-19,1.12925871522382,1.1957172800509677
2015-08-20,1.1294731479872235,1.1963445652932552
2015-08-21,1.1289753222087933,1.1969721796156536
2015-08-24,1.1286854698986992,1.1976001231908018
2015-08-25,1.1293719141956802,1.1982283961914288
2015-08-26,1.1304873017642911,1.1988569987903548
2015-08-27,1.1305001412927287,1.1994859311604902
2015-08-28,1.131353263583082,1.2001151934748364
2015-08-31,1.1310194894417156,1.2007447859064853
2015-09-01,1.1308179391430568,1.2013747086286197
2015-09-02,1.1303796286984569,1.2020049618145134
2015-09-03,1.1312015215041331,1.202635545637531
2015-09-04,1.1301711658872107,1.203266460271128
2015-09-08,1.131716898754328,1.203897705888851
2015-09-09,1.1323125541092383,1.2045292826643372
2015-09-10,1.1329200756208073,1.2051611907713158
2015-09-11,1.1336313297057097,1.2057934303836064
2015-09-14,1.1342193452609544,1.20642600167512
2015-09-15,1.1348137472499635,1.2070589048198588
2015-09-16,1.1354262521200291,1.2076921399919163
2015-09-17,1.1360478929000395,1.2083257073654774
2015-09-18,1.1366838461132627,1.2089596071148185
2015-09-21,1.1373945818486528,1.209593839414307
2015-09-22,1.1380182530772716,1.2102284044384022
2015-09-23,1.1386726021144487,1.2108633023616546
2015-09-24,1.13937994572204,1.2114985333587067
2015-09-25,1.139900529838998,1.212134097604292
2015-09-28,1.1404722313473235,1.2127699952732363
2015-09-29,1.1412200035258775,1.2134062265404566
2015-09-30,1.1417962358749636,1.214042791580962
2015-10-01,1.142348997073812,1.2146796905698534
2015-10-02,1.1429747666968868,1.2153169236823234
2015-10-05,1.1435214992948877,1.2159544910936564
2015-10-06,1.1441408935881539,1.216592392979229
2015-10-07,1.1447415863087638,1.2172306295145099
2015-10-08,1.145392862475578,1.2178692008750596
2015-10-09,1.1459838041670942,1.2185081072365307
2015-10-13,1.1466484287984842,1.219147348774668
2015-10-14,1.1472957375855237,1.2197869256653087
2015-10-15,1.1479066839417156,1.220426838084382
2015-10-16,1.1484812094113421,1.2210670862079094
2015-10-19,1.1491102184266335,1.2217076702120049
2015-10-20,1.1497353315304013,1.2223485902728748
2015-10-21,1.1503394083126137,1.2229898465668179
2015-10-22,1.15096695920455,1.2236318673166715
2015-10-23,1.1520031768200605,1.224274225101738
2015-10-26,1.1526362377204087,1.2249169200989474
2015-10-27,1.1532492282315965,1.2255599524853225
2015-10-28,1.1538335744562465,1.2262033224379791
2015-10-29,1.154465251072596,1.226847030134126
2015-10-30,1.155088657681173,1.2274910757510653
2015-11-03,1.1557011500941434,1.2281354594661915
2015-11-04,1.1562831847721717,1.2287801814569927
2015-11-05,1.1568673069931894,1.2294252419010503
2015-11-06,1.1574893047305226,1.2300706409760385
2015-11-09,1.15811575007966,1.230716378859725
2015-11-10,1.1589652189034536,1.2313624557299712
2015-11-11,1.1604519708718555,1.232008871764731
2015-11-12,1.1612336115669324,1.2326556271420526
2015-11-13,1.1618654337152785,1.233302722040077
2015-11-16,1.1627097993390465,1.233950156637039
2015-11-17,1.1634079103582409,1.2345979311112671
2015-11-18,1.163730491520385,1.2352460456411831
2015-11-19,1.1649088827277634,1.2358945004053028
2015-11-20,1.1657119083179055,1.2365432955822355
2015-11-23,1.1663247657042524,1.2371924313506844
2015-11-24,1.1661856099581964,1.237841907889446
2015-11-25,1.1656997726912148,1.2384917253774115
2015-11-26,1.1656105508418406,1.2391418839935655
2015-11-27,1.1654481798538785,1.2397923839169867
2015-11-30,1.1658630011090034,1.2404432253268476
2015-12-01,1.1668780991688223,1.2410944084024151
2015-12-02,1.167905564840059,1.24174593332305
2015-12-03,1.168399051638238,1.2423978002682072
2015-12-04,1.168922689939949,1.243050009417436
2015-12-07,1.1695449609232749,1.2437025609503796
2015-12-08,1.1701351447184942,1.244355455046776
2015-12-09,1.171339047413401,1.2450086918864571
2015-12-10,1.1715503875651714,1.2456622716493497
2015-12-11,1.172156613034493,1.2463161945154746
2015-12-14,1.1725994219459928,1.2469704606649474
2015-12-15,1.1730448191884928,1.247625070277978
2015-12-16,1.1736300962411872,1.248280023534871
2015-12-17,1.1747904333177737,1.2489353206160259
2015-12-18,1.1753664929480803,1.2495909617019363
2015-12-21,1.176069095645593,1.2502469469731912
2015-12-22,1.1768680041524224,1.2509032766104742
2015-12-23,1.177874360366718,1.2515599507945634
2015-12-24,1.1795784557202307,1.2522169697063323
2015-12-28,1.1804594591891608,1.2528743335267492
2015-12-29,1.1812746854621994,1.2535320424368772
2015-12-30,1.1818509283581806,1.2541900966178747
2015-12-31,1.1825759344797857,1.2548484962509951
2016-01-04,1.183438312773344,1.255507241517587
2016-01-05,1.1849094682350962,1.256166332599094
2016-01-06,1.1858762523378383,1.256825769677055
2016-01-07,1.1861838690692363,1.2574855529331046
2016-01-08,1.186477955596495,1.2581456825489723
2016-01-11,1.1872459801496533,1.2588061587064832
2016-01-12,1.1879971507990115,1.2594669815875577
2016-01-13,1.1888366957765026,1.2601281513742117
2016-01-14,1.1893104827985113,1.260789668248557
2016-01-15,1.1898721165753336,1.2614515323928008
2016-01-18,1.1908238010996652,1.2621137439892456
2016-01-19,1.1911421262178483,1.26277630322029
2016-01-20,1.19127418190136,1.2634392102684284
2016-01-21,1.1924865108943252,1.2641020231125273
2016-01-22,1.1932272546361657,1.2647651836748723
2016-01-25,1.1941319140791877,1.2654286921378801
2016-01-26,1.1952155237711755,1.2660925486840626
2016-01-27,1.1956161187285281,1.2667567534960278
2016-01-28,1.1968169578183379,1.2674213067564795
2016-01-29,1.1976654806976175,1.268086208648217
2016-02-01,1.1991752101118789,1.268751459354136
2016-02-02,1.198895902166669,1.2694170590572278
2016-02-03,1.2001327140430098,1.2700830079405798
2016-02-04,1.2000282338824562,1.2707493061873756
2016-02-05,1.2020308689905985,1.2714159539808947
2016-02-10,1.2033162286355332,1.2720829515045127
2016-02-11,1.2039927934334491,1.2727502989417014
2016-02-12,1.2056583432290298,1.2734179964760293
2016-02-15,1.2066610466149916,1.2740860442911606
2016-02-16,1.2073157824612488,1.2747544425708561
2016-02-17,1.20802548445415,1.2754231914989733
2016-02-18,1.2079985219059797,1.2760922912594657
2016-02-19,1.208860277805307,1.2767617420363833
2016-02-22,1.2100560676657417,1.277431544013873
2016-02-23,1.210716893356184,1.2781016973761783
2016-02-24,1.2117775878574644,1.2787722023076389
2016-02-25,1.212288021709441,1.2794430589926915
2016-02-26,1.2130214496718896,1.2801142676158697
2016-02-29,1.2138699505759414,1.2807858283618037
2016-03-01,1.2150191000405655,1.2814577414152206
2016-03-02,1.2159572142892423,1.2821300069609445
2016-03-03,1.218052794269938,1.2828026251838962
2016-03-04,1.2196105869438263,1.283475596269094
2016-03-07,1.2191648939487956,1.2841489204016527
2016-03-08,1.2208346778129326,1.2848225977667846
2016-03-09,1.2219696248047072,1.285496628549799
2016-03-10,1.2231273694893472,1.2861710129361026
2016-03-11,1.2288979892918024,1.286845751111199
2016-03-14,1.2259206783073584,1.2875208432606895
2016-03-15,1.217910019826817,1.2881962895702725
2016-03-16,1.2187972254217574,1.288872090225744
2016-03-17,1.2321376465542067,1.2895482454129974
2016-03-18,1.2349390867112422,1.2902247553180235
2016-03-21,1.2375657290213067,1.290901620126911
2016-03-22,1.2437469259759764,1.2915788400258459
2016-03-23,1.2364589920223101,1.2922564152011118
2016-03-24,1.2321790389487712,1.2929343458390905
2016-03-28,1.2384139220459254,1.293612632126261
2016-03-29,1.2399786269816433,1.294291274249201
2016-03-30,1.2365076377707382,1.2949702723945848
2016-03-31,1.2317727108204537,1.2956496267491857
2016-04-01,1.2352592865223464,1.2963293374998746
2016-04-04,1.230803343953604,1.2970094048336205
2016-04-05,1.2318567812712073,1.2976898289374903
2016-04-06,1.230541798503402,1.2983706099986492
