DATA,Vexty Sul America FI RF,Alm FI RF,Bradesco FI RF Ref DI Premium,FI Caixa Brasil Ima B Tp RF LP,Bradesco H FI RF LP Precos,BB FMP FGTS Vale Migracao,Verde Am Strategy II Master FIA,Ioda Fc de FIA,Icatu Multigestores Acoes Fc de FIA,FICFI em Acoes Valor,Capstone Macro I FICFI Mult,FI Mult Tannat,Sulamerica Pajucara FICFI Mult,Kinea Arkhe Pvt Fc Mult,Santander Agressivo Mult Fc FI
2013-01-02,1.2290426,,6.224631,1.635966,1.8478848,10.504436717,2.4063827,137.4823048,1.05953791,104.7120822,,,7.31642265,17.629808,315.8505151
2013-01-03,1.2294395,,6.226315,1.645056,1.8577829,10.325852413,2.4288616,138.42589428,1.06847045,105.1662827,,,7.3360697,17.644715,318.0877848
2013-01-04,1.2299681,,6.2280371,1.648037,1.8598649,10.130670274,2.4086549,138.36610394,1.06395748,104.7044983,,,7.33409166,17.680248,317.5014601
2013-01-07,1.2299495,,6.2298505,1.648785,1.8615118,9.966376987,2.3845534,138.08066402,1.05757792,104.1543681,,,7.33305965,17.680299,316.5128507
2013-01-08,1.2304658,,6.2314222,1.644383,1.8544702,9.887502792,2.3629253,137.58468932,1.05453639,103.569656,,,7.32558051,17.68609,315.2649233
2013-01-09,1.2302509,,6.2331888,1.649514,1.8603368,9.931968588,2.3776014,137.78153175,1.06084926,104.3608036,,,7.33561477,17.693704,316.5467519
2013-01-10,1.2308544,,6.2348562,1.653133,1.8685938,10.035746639,2.3726522,137.57513202,1.05842121,104.1156491,,,7.33735535,17.713701,316.7055849
2013-01-11,1.2312618,,6.2365443,1.65638,1.869791,9.829162559,2.3702166,137.86789941,1.05398635,104.1202475,,,7.33814637,17.698827,316.5510189
2013-01-14,1.2316572,,6.2381632,1.657713,1.8722145,9.866391406,2.3854558,138.26115555,1.05815344,104.0110689,,,7.34589343,17.707736,317.3520041
2013-01-15,1.2320504,,6.2398155,1.658048,1.8718959,9.801850087,2.3742804,137.96651335,1.04809821,103.4404818,,,7.34318848,17.714026,316.7205902
2013-01-16,1.2322524,,6.2415223,1.659868,1.8724135,9.739666678,2.3707548,137.72011578,1.04779297,103.6883042,,,7.34635738,17.716524,317.3443488
2013-01-17,1.2326646,,6.2435311,1.655964,1.8642373,9.757984324,2.3874798,138.52203935,1.05636081,104.4775635,,,7.34888831,17.77136,317.9827767
2013-01-18,1.2326283,,6.2452444,1.651945,1.8596285,9.669773883,2.3778631,138.22344264,1.05725104,104.2606672,,,7.34325113,17.772336,317.3941413
2013-01-21,1.2329363,,6.2469759,1.660584,1.8711791,9.662005509,2.3795985,138.56175758,1.06094857,104.4529436,,,7.3518883,17.759302,317.591738
2013-01-22,1.2334923,,6.2485557,1.659719,1.8690834,9.79633246,2.3821983,138.68672737,1.0591612,104.4227864,,,7.35098643,17.788515,317.6512327
2013-01-23,1.2337145,,6.2502898,1.663331,1.8733566,9.724724309,2.3829726,138.75391484,1.0596704,104.5325785,,,7.35853699,17.786648,317.935458
2013-01-24,1.2340948,,6.2519383,1.652788,1.8577849,9.522936097,2.3738892,138.84211438,1.05262386,103.8217145,,,7.34448356,17.813425,316.367891
2013-01-25,1.23408,,6.2536119,1.653626,1.8585248,9.522352652,2.3739373,138.84662034,1.0527693,103.8200913,,,7.34627729,17.813776,316.4508949
2013-01-28,1.2344526,,6.2553657,1.649664,1.8536844,9.235364272,2.3489323,138.43690781,1.04140403,103.186238,,,7.34091573,17.821071,314.2679447
2013-01-29,1.2348874,,6.2569972,1.64893,1.8539863,9.341311781,2.3634476,138.84051141,1.04489866,103.5920061,,,7.35110816,17.859308,314.7902519
2013-01-30,1.2354592,,6.2586252,1.644197,1.8479011,9.224756302,2.3401305,138.79344407,1.03844102,103.046275,,,7.35110816,17.860535,312.7732375
2013-01-31,1.2354147,,6.2603783,1.639273,1.8416104,9.581603991,2.3645728,139.41867544,1.05332684,104.0129015,,,7.34394909,17.861522,313.4907183
2013-02-01,1.2355385,,6.2620957,1.63777,1.8390188,9.7206759,2.3890926,139.9630449,1.06177651,104.6374212,,,7.35137804,17.889384,314.0999797
2013-02-04,1.2357613,,6.2637445,1.631669,1.8329741,9.625350675,2.3655161,139.76975632,1.05557835,104.3445221,,,7.34174105,17.876332,312.6819617
2013-02-05,1.2359588,,6.2655798,1.622892,1.8214659,9.447146563,2.3767262,140.27723008,1.06272577,104.5972527,,,7.33261193,17.898456,311.3984765
2013-02-06,1.2358836,,6.2673727,1.617335,1.8130914,9.553126739,2.3647255,139.49108634,1.05359496,104.2986335,,,7.32480684,17.89828,310.4307675
2013-02-07,1.236001,,6.2690873,1.608467,1.8048166,9.287306207,2.3507812,139.69730248,1.04985492,103.8248829,,,7.31835149,17.891606,308.9261406
2013-02-08,1.2359392,,6.270938,1.605528,1.7972709,9.360141592,2.3538574,139.785454,1.04761155,103.6956287,,,7.31900746,17.883067,309.020586
2013-02-13,1.2364102,,6.2727566,1.606997,1.7998461,9.30509881,2.3517871,139.25234861,1.0441236,103.5525902,,,7.32100641,17.907929,309.0328723
2013-02-14,1.2369138,,6.274612,1.607389,1.8003555,9.17901545,2.3413163,139.19868309,1.04025609,103.4212823,,,7.32186073,17.907336,308.4547442
2013-02-15,1.2371898,,6.2762143,1.612932,1.8034385,9.112124534,2.3489534,140.23605799,1.0453651,103.4199282,,,7.32955485,17.888845,308.9804845
2013-02-18,1.2375221,,6.2779663,1.610503,1.802117,9.049895804,2.3519366,140.7199406,1.04365669,103.2290533,,,7.32791813,17.893317,308.9250114
2013-02-19,1.2374308,,6.2797418,1.612787,1.7993088,8.956968522,2.348263,140.81885207,1.03997824,103.1753703,,,7.33267053,17.88838,308.8573919
2013-02-20,1.237682,,6.2814512,1.61319,1.8005215,8.669845393,2.310478,140.28513437,1.02708307,102.3741819,,,7.32658954,17.884963,307.2931703
2013-02-21,1.2380599,,6.2831987,1.616511,1.8050037,8.730882799,2.3026073,140.28423635,1.02321017,102.0629546,,,7.32688327,17.871397,307.0421085
2013-02-22,1.2385155,,6.2848664,1.612804,1.7966542,8.498629068,2.3112521,140.81698876,1.02952383,102.8850517,,,7.33401779,17.843574,307.5118359
2013-02-25,1.2385359,,6.2865969,1.619964,1.8050781,8.535973384,2.317734,140.96899502,1.03110776,103.0195412,,,7.33698218,17.863991,307.6703568
2013-02-26,1.2390363,,6.2882565,1.62397,1.8099383,8.705892837,2.3123277,140.8162057,1.0300748,103.3412568,,,7.33707593,17.858641,308.0577388
2013-02-27,1.2393945,,6.2899789,1.626228,1.8135141,8.800044582,2.3235403,141.07024214,1.03754857,103.589895,,,7.34185961,17.893643,308.5639547
2013-02-28,1.2397571,,6.2917162,1.626541,1.8161604,8.988900426,2.3458873,142.33149019,1.04812207,104.4035751,,,7.34797115,17.899687,309.1669513
2013-03-01,1.2401433,,6.2934639,1.631828,1.8237533,8.739773837,2.3401793,142.25679841,1.04419907,104.2168975,,,7.34574845,17.903965,309.2554107
2013-03-04,1.2406564,,6.2949991,1.634324,1.8257228,8.476446923,2.3280797,142.4193178,1.04169315,104.0612343,,,7.34736295,17.917342,308.5024354
2013-03-05,1.2409466,,6.2967648,1.641227,1.8332247,8.430940174,2.3266311,142.67321258,1.04338096,103.9074851,,,7.3484142,17.925738,308.7887229
2013-03-06,1.2415382,,6.2984684,1.642412,1.8339571,8.892070193,2.3836221,143.53845162,1.05980138,105.2745791,,,7.35589799,17.947793,312.4698449
2013-03-07,1.2419227,,6.300236,1.638823,1.828598,8.886786684,2.3896475,143.20604004,1.05419555,105.1626915,,,7.35341106,17.974733,313.1191736
2013-03-08,1.2420451,,6.3021272,1.63275,1.8249974,8.640033211,2.3908789,143.72876214,1.05327452,105.2394896,,,7.35789354,17.991789,312.5278599
2013-03-11,1.2420024,,6.3041749,1.629832,1.818684,8.717607697,2.4030518,143.77647459,1.05673767,105.0822964,,,7.35350165,18.000816,312.8489629
2013-03-12,1.2425706,,6.3058521,1.62213,1.8095094,8.627098249,2.39211,143.57516812,1.05096489,104.5618546,,,7.3528373,17.99064,311.5504161
2013-03-13,1.242794,,6.3076072,1.611621,1.7982657,8.287077553,2.3739352,143.3485191,1.04506321,104.0875554,,,7.34914197,17.982722,310.0594578
2013-03-14,1.2429028,,6.3094638,1.616341,1.8030826,8.319799477,2.3730148,143.31318242,1.0460065,103.9912097,,,7.3478201,18.005284,310.7696799
2013-03-15,1.2432823,,6.3111425,1.621788,1.8089743,8.255175878,2.3557635,142.34518695,1.03942626,103.4219345,,,7.34611478,17.998754,310.8052675
2013-03-18,1.2437465,,6.3128717,1.621993,1.8100156,8.32342927,2.370147,142.39764643,1.04045671,103.4941468,,,7.34859256,17.991427,310.8928322
2013-03-19,1.2440331,,6.3145485,1.625464,1.8125663,7.98104793,2.3429333,142.00747756,1.03247198,103.1322152,,,7.34752501,17.960287,310.2438989
2013-03-20,1.2444646,,6.3163088,1.619755,1.8072971,8.163331747,2.3373739,141.37789677,1.03084265,102.3815196,,,7.34582171,17.981303,309.7167632
2013-03-21,1.2447573,,6.3180738,1.607,1.7919388,8.231130717,2.3317301,141.05287793,1.02287345,102.0424595,,,7.3417355,17.96539,308.3888934
2013-03-22,1.2449216,,6.3198418,1.605085,1.7904688,8.247126281,2.3226494,140.24913026,1.01487783,101.5835173,,,7.33891896,17.969629,308.0865369
2013-03-25,1.2453481,,6.3214519,1.607748,1.7945825,8.138035815,2.3091359,140.56806924,1.01325055,101.3017177,,,7.33958987,17.973074,307.7052909
2013-03-26,1.2457582,,6.3232017,1.607982,1.7955602,8.184717654,2.3343599,140.90036247,1.02253532,102.1637118,,,7.34939879,17.974135,308.7584026
2013-03-27,1.2460601,,6.3249268,1.607869,1.7957059,8.344692739,2.3434575,141.38248963,1.02822918,102.560512,,,7.35485439,17.972294,309.4039091
2013-03-28,1.2464586,,6.3266705,1.589848,1.7776001,8.28987036,2.3599202,142.17573802,1.03251365,103.5884627,,,7.36316783,17.97989,309.0585528
2013-04-01,1.2466126,,6.3284651,1.574233,1.7640275,8.062728856,2.3397171,141.55590612,1.02360384,103.23725,,,7.36033602,17.972905,307.4535479
2013-04-02,1.2468504,,6.3301892,1.582142,1.7706634,7.887514252,2.3099402,141.15859326,1.01356272,102.3276087,,,7.35573745,17.981845,306.6085712
2013-04-03,1.2474299,,6.3319696,1.573713,1.7615626,8.394625227,2.3225345,141.26217708,1.02185155,102.6475276,,,7.35600671,17.974332,307.2275044
2013-04-04,1.2474991,,6.3338272,1.578017,1.7649086,8.120230208,2.2939942,140.1113735,1.00719977,101.8161552,,,7.35110707,17.952791,306.0465542
2013-04-05,1.2479042,,6.3355193,1.603038,1.7880292,8.207076469,2.3043921,140.90583135,1.01020906,102.1129929,,,7.36068437,18.035486,307.7215769
2013-04-08,1.248699,,6.3372027,1.598838,1.7851121,8.239649509,2.3024808,140.91678706,1.01020163,102.3497374,,,7.36460037,17.978617,307.3641575
2013-04-09,1.2490244,,6.3389413,1.602981,1.788333,8.590948331,2.3411135,141.64118695,1.02421714,103.0929542,,,7.37385386,17.999634,309.3605056
2013-04-10,1.2492534,,6.3407149,1.603922,1.789169,8.309491841,2.3501989,142.50788172,1.03320133,103.8530058,,,7.38230328,18.010536,309.8766641
2013-04-11,1.2495369,,6.3424166,1.599269,1.7845447,8.105935801,2.3194757,142.22860615,1.02402399,103.3850702,,,7.37442816,18.010905,308.6839802
2013-04-12,1.2501518,,6.3441735,1.590953,1.7717675,8.209318944,2.3031745,141.43607334,1.01211609,102.7138805,,,7.37317512,17.974065,307.4868813
2013-04-15,1.2501786,,6.3461123,1.587515,1.7679485,7.708222481,2.2299844,139.73961264,0.98815496,100.9696461,,,7.356596,17.941836,304.3523165
2013-04-16,1.2504064,,6.3479351,1.589378,1.769295,7.882448154,2.2730054,141.01329999,1.00653111,102.1852258,,,7.36607812,17.943496,306.3085015
2013-04-17,1.2507939,,6.3496707,1.59073,1.7687964,7.911240693,2.2364408,139.85942966,0.99278243,101.3404563,,,7.36190232,17.941559,305.0913298
2013-04-18,1.2512345,,6.3514381,1.614346,1.7988639,7.778531027,2.2459399,140.61994548,1.00079537,101.7121058,,,7.37148391,18.089243,306.8486506
2013-04-19,1.2524519,,6.3529361,1.61956,1.8035169,7.825262353,2.2831751,141.31428152,1.01193014,102.835054,,,7.38005892,18.110995,308.2832779
2013-04-22,1.2527525,,6.3546139,1.622871,1.8077486,7.93225634,2.289313,141.6005998,1.01772388,102.9975283,,,7.38651681,18.092403,308.8397793
2013-04-23,1.2531273,,6.3562195,1.623082,1.8087995,8.128143154,2.3161206,142.75744756,1.02866504,103.6294115,,,7.39188928,18.08415,310.2100094
2013-04-24,1.2535024,,6.3581911,1.618853,1.8044119,8.169737838,2.3240491,143.66111964,1.0300599,103.7642991,,,7.39305881,18.10293,310.2185019
2013-04-25,1.2537099,,6.3598187,1.612098,1.7959724,8.319315386,2.3248125,143.48797811,1.03092492,103.6549366,,,7.39490611,18.097241,309.7847449
2013-04-26,1.2539055,,6.3616385,1.61258,1.7972746,8.052629284,2.2881755,142.64532081,1.01661834,102.5761939,,,7.38342852,18.078572,308.5630665
2013-04-29,1.2543067,,6.3633946,1.614438,1.7991384,8.16550714,2.3071439,143.08851041,1.02367905,102.7916484,,,7.38379548,18.079943,309.716769
2013-04-30,1.2546516,,6.3651263,1.618817,1.8037064,8.321796177,2.3531341,144.64216806,1.04239341,104.6093774,,,7.40211436,18.079936,312.0198795
2013-05-02,1.2550109,,6.3668975,1.633327,1.8198609,8.137889219,2.3357453,144.76265189,1.03903722,104.4044519,,,7.40678071,18.090383,312.1750869
2013-05-03,1.2555478,,6.3686231,1.627538,1.8137534,8.212196702,2.3509182,145.65931479,1.04516163,104.9337467,,,7.41134634,18.115998,312.1622402
2013-05-06,1.2557738,,6.3704662,1.631286,1.8171152,8.218932305,2.3449001,145.62696287,1.04438065,104.7478602,,,7.41315581,18.128675,312.4831651
2013-05-07,1.2561656,,6.3721324,1.634215,1.8212398,8.464761022,2.372467,146.16498008,1.05565297,105.4061744,,,7.42106045,18.133277,313.9076699
2013-05-08,1.2565523,,6.3739213,1.635235,1.8275511,8.490802419,2.3667162,145.83091832,1.0542904,105.3395196,,,7.421416,18.130596,313.7299007
2013-05-09,1.2568853,,6.3755944,1.627749,1.8154668,8.536177256,2.3618472,145.83773518,1.05421823,105.4762853,,,7.4252675,18.152833,313.5451287
2013-05-10,1.257159,,6.3774451,1.620065,1.8052877,8.315980943,2.3488574,145.34890878,1.05053239,105.3389731,,,7.42410377,18.180944,312.8973744
2013-05-13,1.2573509,,6.3792731,1.623116,1.809255,8.122350248,2.3242934,144.98434181,1.0391238,104.6765571,,,7.42095268,18.193224,311.8622197
2013-05-14,1.25782,,6.3811097,1.609684,1.7952237,7.964939202,2.3302512,145.22346978,1.04400492,105.2368869,,,7.4253804,18.206071,311.6189145
2013-05-15,1.25813,,6.3830589,1.61657,1.8036681,7.797874143,2.3356009,145.81875307,1.04913774,105.5813557,,,7.43034548,18.230237,312.2197635
2013-05-16,1.2587514,,6.3849628,1.621564,1.8078293,7.616341161,2.3195789,145.29404744,1.0436389,105.3488825,,,7.43228922,18.203189,312.0617545
2013-05-17,1.2591511,,6.3868059,1.61594,1.800963,7.688281537,2.3438295,145.87565878,1.04952612,105.9001347,,,7.43961066,18.217522,312.6143779
2013-05-20,1.2593205,,6.3886402,1.609661,1.79319,7.987061002,2.3652961,146.23667584,1.05813868,106.4062042,,,7.4422953,18.225518,313.3681299
2013-05-21,1.2595924,,6.3904432,1.611973,1.7963488,8.049324227,2.3912087,147.14142726,1.0649158,107.1390158,,,7.44593788,18.228689,313.9983225
2013-05-22,1.2599391,,6.392186,1.607061,1.7921894,7.920882912,2.3960521,147.70904358,1.06708971,107.5507564,,,7.44864561,18.242456,313.516844
2013-05-23,1.2602009,,6.3940056,1.603071,1.7882217,7.773137448,2.3835634,147.32021647,1.05950772,107.0371471,,,7.44212941,18.272697,312.7187832
2013-05-24,1.2604668,,6.395808,1.591523,1.7721401,7.69781823,2.3846594,147.96853417,1.05879429,107.2897477,,,7.444081,18.25677,311.9439027
2013-05-27,1.2606669,,6.3976493,1.576927,1.7557996,7.733544064,2.3859087,148.07098686,1.05531829,107.0278889,,,7.4444402,18.255692,311.1576044
2013-05-28,1.2609411,,6.3995107,1.564265,1.7448842,7.60024667,2.3897315,148.0290307,1.05815457,107.2189202,,,7.45023985,18.278119,310.5031062
2013-05-29,1.2611039,,6.4013484,1.575098,1.7588242,7.53939937,2.3502231,146.66502064,1.04503349,105.7942914,,,7.4429892,18.264553,309.6236821
2013-05-31,1.2615221,,6.4031638,1.546504,1.7163953,7.39403763,2.3283344,146.51564521,1.04105499,104.9518637,,,7.438302,18.195262,307.8919472
2013-06-03,1.261072,,6.4052633,1.54592,1.716478,7.671277391,2.3325084,146.31774367,1.03672178,104.8711745,,,7.43349549,18.179186,307.8943344
2013-06-04,1.2614024,,6.4071983,1.55776,1.7302967,7.767383648,2.3349093,145.84526749,1.03490656,104.7615231,,,7.43410032,18.213522,308.4323356
2013-06-05,1.2621458,,6.4091069,1.563639,1.734709,7.50609995,2.2797186,144.59999027,1.01980151,103.5745659,,,7.43193516,18.189501,306.6773906
2013-06-06,1.2628665,,6.4114355,1.554662,1.7241326,7.592556349,2.2733539,143.80188413,1.01581485,103.2674963,,,7.4270886,18.194722,306.4342569
2013-06-07,1.2627487,,6.4133083,1.547468,1.7187,7.468923623,2.2453834,142.52361695,1.00645806,102.0827587,,,7.4275311,18.177949,304.8488455
2013-06-10,1.2630219,,6.4152929,1.503444,1.6650864,7.393593089,2.2353049,142.04396191,1.00211716,101.6095458,,,7.42406844,18.179549,302.5294652
2013-06-11,1.2629176,,6.417318,1.495227,1.6546487,7.212021621,2.1791149,139.9026758,0.97895123,100.1043213,,,7.41835053,18.132446,300.0381671
2013-06-12,1.2630549,,6.4192684,1.484039,1.6414336,7.133928885,2.1667295,139.79240256,0.97250556,99.7377736,,,7.41341282,18.050261,298.6085441
2013-06-13,1.2632093,,6.4214649,1.514458,1.6746959,7.495507426,2.2115386,141.61164011,0.98317119,100.8037172,,,7.42490041,18.098064,301.1583908
2013-06-14,1.2641382,,6.42337,1.507397,1.6651782,7.300315102,2.1806929,140.3756215,0.97121592,100.0230121,,,7.42338859,18.053818,299.4450173
2013-06-17,1.264095,,6.4254406,1.494008,1.6506449,7.37657581,2.1804958,140.44305989,0.97290101,100.0425747,,,7.42376737,17.978239,299.2573848
2013-06-18,1.2640575,,6.4275946,1.473251,1.6258622,7.527282174,2.1849609,140.12846418,0.97309199,99.9946565,,,7.42227234,17.90362,298.5546014
2013-06-19,1.2639631,,6.4298112,1.439622,1.5874348,7.449827223,2.1354996,138.08611447,0.95129532,98.3881697,,,7.41317923,17.852364,295.3089035
2013-06-20,1.2640428,,6.4318815,1.467968,1.6182568,7.507107606,2.1252424,137.05245224,0.94371864,97.7283194,,,7.40592856,17.842119,296.4231345
2013-06-21,1.2644727,,6.4338701,1.485353,1.6364956,7.386368893,2.0998078,136.06069315,0.93253391,97.1334094,,,7.41679496,17.949391,295.6614045
2013-06-24,1.2651985,,6.4356557,1.503397,1.6563238,7.01065423,2.0417678,133.19684626,0.91294109,95.8305933,,,7.41357693,18.046566,294.7424192
2013-06-25,1.266021,,6.4374219,1.513029,1.6701372,7.132892785,2.0779331,134.16224868,0.92331242,96.4808416,,,7.41551348,18.105006,296.3631578
2013-06-26,1.2665841,,6.4392527,1.514464,1.6708021,6.903922545,2.0894443,134.81554987,0.9324904,97.0664193,,,7.42584321,18.113644,296.8438777
2013-06-27,1.2669751,,6.4412228,1.525157,1.6818222,6.903485746,2.110424,137.04744721,0.94709277,98.2687323,,,7.43868118,18.184852,298.7033175
2013-06-28,1.2676313,,6.4431083,1.504314,1.6581148,7.059582788,2.1077162,137.31344188,0.95366228,98.5560861,,,7.44617784,18.189751,298.2746783
2013-07-01,1.2674979,,6.4451421,1.509971,1.6647379,7.15307273,2.1044532,137.18817845,0.95176496,98.8547767,,,7.45143847,18.206805,298.9077429
2013-07-02,1.2682839,,6.4471601,1.517396,1.6733319,6.914216936,2.0308353,133.72533773,0.92364731,96.7900677,,,7.44847898,18.2637,296.1529115
2013-07-03,1.268841,,6.449071,1.513054,1.6674665,6.88729344,2.0212536,133.33827643,0.92086258,96.3308201,,,7.4482808,18.260199,295.7152701
2013-07-04,1.2691417,,6.4510273,1.493727,1.6473701,7.146942037,2.0484999,133.9602402,0.93063937,97.0281611,,,7.44674971,18.247271,295.6775598
2013-07-05,1.2690832,,6.452997,1.490605,1.6489608,6.961056827,2.01732,132.74118073,0.92063323,96.6179063,,,7.44886993,18.271517,294.3308634
2013-07-08,1.2693902,,6.4549089,1.497233,1.6490542,6.88599162,2.0140671,133.36675491,0.92238742,96.8411233,,,7.45299308,18.292526,294.4951448
2013-07-09,1.2700982,,6.4568246,1.497749,1.6495608,6.885585187,2.0140798,133.36432079,0.92221638,96.8400626,,,7.45519616,18.298651,294.56228
2013-07-10,1.2705032,,6.4588211,1.492916,1.6482956,7.024855128,2.0230736,133.22032182,0.92680658,96.9869487,,,7.45563966,18.320435,295.076918
2013-07-11,1.2708041,,6.4607555,1.486282,1.6392253,7.349520192,2.0759426,135.6453564,0.94780934,98.2240903,,,7.46259923,18.33831,297.0576561
2013-07-12,1.2710381,,6.4627169,1.486868,1.6414357,7.232181275,2.0460631,134.56375323,0.93987128,97.3295819,,,7.46550861,18.331286,295.9591325
2013-07-15,1.2715692,,6.4647906,1.500973,1.6607812,7.301409559,2.0816378,135.78727365,0.95015435,98.1481659,,,7.46684261,18.351224,298.0939574
2013-07-16,1.2723204,,6.4668073,1.501591,1.6591008,7.565654835,2.0895423,136.19677163,0.94955879,98.4453547,,,7.46753199,18.342875,298.5870633
2013-07-17,1.2727495,,6.4687969,1.51421,1.6720973,7.711944032,2.1110312,137.28189298,0.95546313,98.9746575,,,7.47660256,18.359939,299.9499553
2013-07-18,1.2733773,,6.4708273,1.527667,1.6859972,7.664892258,2.1184163,137.61979148,0.95785078,99.3552551,,,7.48161976,18.387788,300.8485869
2013-07-19,1.2739326,,6.4728658,1.536742,1.6960424,7.483863021,2.1107711,137.33843405,0.95168041,98.9604131,,,7.48467845,18.389556,300.6350297
2013-07-22,1.2744174,,6.4748928,1.543997,1.7013058,7.606123888,2.1450921,138.61389817,0.9652176,99.9666763,,,7.48809671,18.401214,302.6602241
2013-07-23,1.2749574,,6.4769091,1.550861,1.7089764,7.752496696,2.1605134,139.15039079,0.96859543,100.1366163,,,7.49146026,18.409543,303.7264204
2013-07-24,1.2755445,,6.4789621,1.540186,1.6974026,7.725529683,2.1450969,138.84882441,0.96485446,99.8390879,,,7.48881123,18.429186,302.773197
2013-07-25,1.2758028,,6.4810359,1.537762,1.6958479,7.809305295,2.1610514,139.50311344,0.97025569,100.371611,,,7.48837713,18.440124,303.5066164
2013-07-26,1.2761536,,6.4831392,1.534215,1.6905843,7.808816656,2.1796672,139.55467251,0.97305724,100.5304444,,,7.488906,18.439853,303.5096392
2013-07-29,1.2764328,,6.4850057,1.519381,1.6722858,7.706292139,2.1712784,139.17529682,0.96844281,100.2142029,,,7.48587799,18.438339,302.3151148
2013-07-30,1.2766321,,6.4871714,1.512274,1.6643158,7.518572456,2.1627524,139.30977492,0.9652883,100.0674729,,,7.49183408,18.441429,301.3928548
2013-07-31,1.276833,,6.4893061,1.524019,1.677001,7.508494788,2.1538852,139.80374289,0.96622482,99.9296183,,,7.49742194,18.459605,302.0758927
2013-08-01,1.2773701,,6.4926058,1.509473,1.6608865,7.582437748,2.1873399,141.11741224,0.97804821,100.7926531,,,7.49856851,18.44852,303.3069485
2013-08-02,1.2774775,,6.4934231,1.519076,1.6706368,7.562760144,2.1704278,140.59920243,0.97172773,100.3860293,,,7.50066703,18.466452,303.2979646
2013-08-05,1.2779679,,6.495271,1.524336,1.677593,7.634299702,2.1652086,140.48795742,0.96872124,100.3291455,,,7.50415466,18.471136,303.2196081
2013-08-06,1.2785164,,6.4972186,1.518282,1.6710172,7.576212349,2.131814,138.65687616,0.95634784,99.2633425,,,7.49821275,18.465871,301.2894179
2013-08-07,1.2787931,,6.4992829,1.518738,1.6710001,7.741367094,2.1332086,137.75192533,0.95631058,99.2019938,,,7.49683435,18.469126,301.4547807
2013-08-08,1.2791462,,6.5012498,1.523065,1.6753981,8.024134201,2.1828177,139.990062,0.97256336,100.5854354,,,7.50226063,18.488795,303.6136527
2013-08-09,1.2795804,,6.5031555,1.526737,1.6804176,8.400502161,2.2129633,141.64831629,0.97959936,101.2815485,,,7.50461669,18.50466,305.0501162
2013-08-12,1.280026,,6.5050918,1.504117,1.6548044,8.580368504,2.2291647,141.10109339,0.98337711,101.4639156,,,7.49610321,18.499459,304.2900741
2013-08-13,1.27987,,6.5071487,1.501631,1.6552927,8.606298784,2.2347823,141.42739402,0.98839614,101.7819017,,,7.497814,18.52784,304.8811117
2013-08-14,1.2800952,,6.5092335,1.489089,1.639601,8.646653159,2.2340369,140.7542827,0.98457394,101.251557,,,7.48836062,18.529053,304.3809288
2013-08-15,1.2801987,,6.5113415,1.493489,1.643094,8.73511224,2.2372985,140.67145467,0.98202245,100.7251553,,,7.48674939,18.536605,304.740939
2013-08-16,1.2806269,,6.513388,1.488814,1.6368115,8.842772811,2.2502734,140.82367013,0.98544049,100.7073694,,,7.48495373,18.490523,305.0624953
2013-08-19,1.2812366,,6.515488,1.479265,1.6266273,8.796438426,2.2473556,139.93083412,0.97951339,99.7662685,,,7.47915391,18.466338,304.4259577
2013-08-20,1.281813,,6.5177406,1.500772,1.6545057,8.548141292,2.2028124,138.84332135,0.96895056,98.9805178,,,7.48171951,18.511626,303.7761337
2013-08-21,1.2823774,,6.5196444,1.482426,1.6337518,8.457486915,2.1988292,139.02951798,0.96966127,98.8121988,,,7.48146832,18.484156,302.5413059
2013-08-22,1.2822875,,6.5217526,1.485952,1.637745,8.758482033,2.2283732,140.15844482,0.97685457,99.4425198,,,7.48122288,18.523088,304.2083679
2013-08-23,1.2828727,,6.5238305,1.506173,1.6563535,8.724133839,2.2685856,141.53071655,0.9887891,101.0510683,,,7.49379218,18.580993,306.3931064
2013-08-26,1.2837431,,6.5257575,1.4985,1.645508,8.670488142,2.2445585,140.69446693,0.98119024,100.2648284,,,7.49349808,18.554689,305.0086359
2013-08-27,1.284027,,6.5278427,1.498955,1.6456371,8.517931546,2.1987349,139.54973905,0.96654428,99.0422013,,,7.49433554,18.569661,303.1833349
2013-08-28,1.2843312,,6.5299088,1.500731,1.6476772,8.413631826,2.1959956,139.52611188,0.96447063,98.8969555,,,7.49328414,18.578748,302.9624147
2013-08-29,1.2850097,,6.5319186,1.484628,1.6262115,8.210421043,2.2074385,140.21188795,0.96935735,99.4552283,,,7.50325744,18.572618,302.6653374
2013-08-30,1.2847513,,6.5342469,1.483615,1.6250848,8.311132004,2.2257984,141.43786937,0.97977098,100.2689679,,,7.51077165,18.576072,303.5255967
2013-09-02,1.2851354,,6.5365054,1.482653,1.6247875,8.599930782,2.2630031,142.59001449,0.99258062,101.0697304,,,7.51704577,18.583224,304.9381741
2013-09-03,1.2855496,,6.5387027,1.48183,1.6241842,8.654840354,2.2519183,142.27252186,0.9865911,100.5183741,,,7.5025108,18.602153,303.8449828
2013-09-04,1.2859688,,6.5409719,1.481079,1.6236244,8.690459411,2.2511355,142.20028842,0.98997198,100.6981338,,,7.50870884,18.601347,304.2979546
2013-09-05,1.2864489,,6.5431728,1.478983,1.6217966,8.687501664,2.2635176,142.92743849,0.9954421,101.2536097,,,7.51298832,18.603201,305.0938347
2013-09-06,1.2868705,,6.5453886,1.483397,1.6283661,8.660434772,2.2859824,143.67058464,1.00418286,102.1620027,,,7.51885803,18.608191,306.2221823
