DATA,Vexty Sul America FI RF,Alm FI RF,Bradesco FI RF Ref DI Premium,FI Caixa Brasil Ima B Tp RF LP,Bradesco H FI RF LP Precos,BB FMP FGTS Vale Migracao,Verde Am Strategy II Master FIA,Ioda Fc de FIA,Icatu Multigestores Acoes Fc de FIA,FICFI em Acoes Valor,Capstone Macro I FICFI Mult,FI Mult Tannat,Sulamerica Pajucara FICFI Mult,Kinea Arkhe Pvt Fc Mult,Santander Agressivo Mult Fc FI
2015-10-07,1.6255332,1.1371344,8.2237781,1.723307,1.8852119,5.317222996,2.2148537,157.13939047,1.08427116,110.7195786,,1.2210345,9.1917581,22.327997,352.747304
2015-10-08,1.626493,1.138877,8.2281606,1.732871,1.8931397,5.293130635,2.221068,157.05808487,1.08723454,110.8993225,,1.2217029,9.2039242,22.332106,353.2123811
2015-10-09,1.6273355,1.1378229,8.2324004,1.721522,1.880576,5.485084926,2.2324311,157.70113602,1.08992057,111.3290048,,1.2223307,9.1921278,22.304494,353.4706662
2015-10-13,1.6283191,1.1368586,8.236836,1.710761,1.8659725,4.902475079,2.1576542,156.37665102,1.07725985,109.3058266,,1.2230097,9.186291,22.311001,349.627598
2015-10-14,1.6292691,1.137575,8.2412754,1.711133,1.8776594,4.933697535,2.1297911,155.09063691,1.06563513,108.1993105,,1.223677,9.1794899,22.318069,348.3702197
2015-10-15,1.6301571,1.1397143,8.2455569,1.724852,1.8905484,5.004414045,2.146295,155.61283998,1.07149954,109.1939306,,1.2243133,9.1982865,22.346768,349.8217566
2015-10-16,1.6309587,1.1400605,8.2498249,1.724238,1.8898705,4.957599185,2.146375,156.48088545,1.07357449,109.7663874,,1.2249368,9.2083016,22.359394,350.0787481
2015-10-19,1.6318755,1.1397055,8.2541907,1.71734,1.8843176,4.793962775,2.1609739,157.13294422,1.07916497,110.3719968,,1.22559,9.209343,22.386158,350.553805
2015-10-20,1.6327827,1.1405615,8.2585358,1.721134,1.8880584,4.743585171,2.1444012,155.9299148,1.07446629,109.8079339,,1.2262421,9.2053782,22.39724,350.013262
2015-10-21,1.6336436,1.1411941,8.2628646,1.72257,1.8877837,4.869594674,2.1422517,155.47264548,1.07196352,109.5177423,,1.2268841,9.2085302,22.415218,350.1673843
2015-10-22,1.6345512,1.1438504,8.2672622,1.739436,1.9083002,4.979801236,2.1673823,156.90914294,1.08169627,110.5965032,,1.2275411,9.2371571,22.434621,352.055802
2015-10-23,1.6366499,1.144054,8.2715253,1.736567,1.908974,5.00312032,2.1588242,156.51021572,1.07884649,110.155623,,1.2281753,9.236235,22.445449,351.7331216
2015-10-26,1.6375769,1.1452815,8.275888,1.743679,1.91296,4.808070278,2.1460273,156.11081637,1.07648183,109.9135182,,1.2288295,9.2452382,22.448535,351.2136802
2015-10-27,1.638457,1.1471231,8.280231,1.754019,1.9262597,4.589280935,2.1403167,156.06685242,1.07614811,110.0998779,,1.2294761,9.2606541,22.47827,351.304226
2015-10-28,1.6392721,1.1474984,8.2845309,1.754714,1.9222529,4.465452169,2.127885,155.58569223,1.07255829,109.441728,,1.2301104,9.2564585,22.470731,350.7460808
2015-10-29,1.6401965,1.1475508,8.2889262,1.750925,1.920529,4.349684319,2.088396,154.14982504,1.06119201,107.8381981,,1.2307636,9.2390515,22.466645,348.315496
2015-10-30,1.641101,1.1481508,8.2932654,1.752382,1.9201966,4.596309709,2.0891952,154.81924615,1.06380615,107.8451764,,1.2314141,9.2346391,22.468363,348.6067227
2015-11-03,1.6419485,1.1502963,8.2976483,1.768983,1.9339016,4.781321866,2.1647245,157.12645578,1.08288261,110.3118952,,1.2320841,9.2684806,22.470476,353.071598
2015-11-04,1.6427537,1.1522885,8.3019546,1.782155,1.9435792,4.686949606,2.1542698,157.96936628,1.09083776,110.4149805,,1.2327209,9.2899501,22.506362,352.6438702
2015-11-05,1.6435627,1.1523805,8.3063066,1.777339,1.9372957,4.56572088,2.1751697,158.70241636,1.09776481,110.9079684,,1.2333593,9.290212,22.51613,353.5646932
2015-11-06,1.6444556,1.1529657,8.3106896,1.775594,1.9491892,4.221545376,2.1380521,157.60654682,1.08877333,109.7206651,,1.2340155,9.2867418,22.540739,351.2377558
2015-11-09,1.645369,1.1541615,8.3150539,1.779529,1.9412241,4.159409335,2.1029546,156.29888241,1.08110389,108.7322886,,1.2346658,9.2859639,22.535711,349.806124
2015-11-10,1.6463185,1.1551886,8.3194524,1.7819,1.9440737,4.14296281,2.1091265,157.41958638,1.08187644,108.8749346,,1.2353331,9.2957531,22.532184,349.8683943
2015-11-11,1.6472081,1.1575282,8.3238156,1.795972,1.9569054,4.126516517,2.1332561,157.79787388,1.08973062,110.147031,,1.2359999,9.3188392,22.542636,352.0952151
2015-11-12,1.6480506,1.1584955,8.3281717,1.799116,1.9609367,4.053635797,2.1309424,159.05099305,1.09278234,110.2279015,,1.236639,9.3318205,22.552253,351.7853244
2015-11-13,1.6489169,1.1591472,8.3325401,1.800149,1.9622349,4.139314982,2.1131836,158.27012123,1.08836337,109.7969662,,1.2372702,9.3351841,22.555391,351.2283197
2015-11-16,1.6498179,1.1601986,8.3369095,1.803237,1.9642925,4.052966605,2.1300768,158.49110703,1.08766545,109.7489924,,1.2379297,9.3422654,22.56427,352.0437941
2015-11-17,1.6506222,1.1610262,8.341268,1.805193,1.9657113,3.91021609,2.1425856,158.63070468,1.09209657,110.3080161,,1.2385995,9.3500631,22.614826,353.0762654
2015-11-18,1.6500115,1.1620996,8.3456343,1.808117,1.9706668,3.92871806,2.1470902,158.72529978,1.09393587,110.457992,,1.2392524,9.3573804,22.615438,353.5523874
2015-11-19,1.6505256,1.164091,8.3499873,1.819381,1.9838281,3.941844035,2.1718016,159.94224662,1.10092122,111.4697815,,1.2399008,9.3755392,22.647282,355.205777
2015-11-20,1.6513626,1.1651056,8.3542881,1.821194,1.9860917,3.941531981,2.1731664,159.95368285,1.10173832,111.4691346,,1.2405386,9.3805994,22.655996,355.3470148
2015-11-23,1.6522589,1.1656983,8.3586706,1.821553,1.9894534,3.836411302,2.1693037,160.42168106,1.10194122,111.6956142,,1.2411912,9.3869692,22.659215,355.5249632
2015-11-24,1.6531393,1.164799,8.3630335,1.811432,1.9778145,3.895228185,2.176786,160.49754432,1.09971419,111.4788113,,1.2418379,9.3749814,22.638931,355.7339652
2015-11-25,1.6540246,1.1632047,8.3674813,1.794215,1.9630304,3.784734889,2.1190678,158.64913295,1.08527898,109.7043422,,1.2425016,9.3558085,22.644054,352.7476774
2015-11-26,1.6549758,1.1623577,8.3719311,1.784309,1.94613,3.819366451,2.1362267,159.52804083,1.09032567,109.8721327,,1.2431424,9.35541,22.636964,353.3777328
2015-11-27,1.6558746,1.1614026,8.3762046,1.772354,1.9397131,3.579881945,2.0836095,157.92876386,1.07837975,108.3078202,,1.2435963,9.3380761,22.62178,350.628239
2015-11-30,1.6568308,1.1615587,8.3806282,1.770191,1.9357731,3.544620441,2.062679,156.41780582,1.06874513,106.5580059,,1.2442718,9.3228629,22.649145,349.054156
2015-12-01,1.6577638,1.1629273,8.384443,1.775352,1.9416999,3.455772444,2.0664633,156.89942884,1.07016616,106.7922563,,1.2449358,9.3260354,22.638489,349.256903
2015-12-02,1.6586309,1.164367,8.3890154,1.782369,1.9502238,3.482320853,2.0466334,156.18269263,1.06842345,106.4344663,,1.2455871,9.333613,22.679705,349.211514
2015-12-03,1.6594954,1.1647441,8.3934238,1.781024,1.9482876,3.463241906,2.1145151,158.91349402,1.08418278,108.7369408,,1.2462319,9.3511471,22.62663,352.440866
2015-12-04,1.6596725,1.1656638,8.3978804,1.78329,1.949913,3.322275566,2.0812204,157.34913466,1.07353628,107.4194826,,1.2467754,9.3508343,22.613144,350.3545833
2015-12-07,1.6605602,1.1662814,8.4023206,1.784139,1.9532047,3.284406959,2.0810778,157.56420203,1.07608433,107.7779949,,1.247288,9.3580219,22.632141,350.225235
2015-12-08,1.6614798,1.1668126,8.4066074,1.783853,1.9532491,3.133114588,2.0565555,156.22006998,1.06862531,106.6811574,,1.2479395,9.3532728,22.637521,348.5964365
2015-12-09,1.6623898,1.1685745,8.4110517,1.788813,1.9697658,3.248213694,2.128325,158.85412899,1.08803395,109.05465,,1.2485953,9.3674777,22.65347,352.1833491
2015-12-10,1.6632759,1.1683733,8.4154984,1.784198,1.9531818,3.406245131,2.1023412,158.07735709,1.08098388,108.2052392,,1.2492472,9.3631072,22.604694,351.2490831
2015-12-11,1.6642473,1.1689001,8.4200002,1.783338,1.953208,3.282482353,2.0906245,157.21620568,1.07696271,108.01583,,1.2499207,9.3659148,22.61801,350.6451634
2015-12-14,1.6650175,1.1692423,8.4244792,1.781098,1.9531955,3.349279282,2.0667769,155.68375491,1.06650206,107.3989812,,1.2505801,9.3578368,22.577407,349.4455358
2015-12-15,1.6659389,1.1694835,8.4289406,1.776584,1.9480208,3.461664656,2.0692132,155.86734121,1.06720531,107.3131533,,1.2512461,9.353697,22.624853,349.661993
2015-12-16,1.6668456,1.170014,8.4334002,1.775533,1.9484943,3.559977876,2.0785272,156.79188697,1.06991279,107.5448951,,1.2518551,9.3587678,22.608399,350.10285
2015-12-17,1.6677943,1.1716616,8.4378704,1.781761,1.9609558,3.423715038,2.0898952,157.182772,1.07576093,108.0917651,,1.2525252,9.3704385,22.696724,350.9398524
2015-12-18,1.6686631,1.1722003,8.4423001,1.78016,1.9637092,3.463387745,2.0284998,154.37853756,1.05548455,106.1860696,,1.252457,9.3614301,22.675353,348.152095
2015-12-21,1.6696112,1.1729357,8.4467704,1.780035,1.9635131,3.303109911,2.0029353,153.13619015,1.04904985,105.4904307,,1.2531288,9.3630842,22.641916,346.953746
2015-12-22,1.6705714,1.1738547,8.4512756,1.782882,1.968914,3.372124807,2.0092572,153.68845454,1.04997104,105.5915836,,1.2538054,9.3692972,22.636648,347.6957473
2015-12-23,1.6714823,1.1752222,8.4557436,1.788032,1.9786271,3.550424339,2.0283749,154.64581523,1.05714283,106.4814209,,1.2544713,9.3825866,22.678147,349.044435
2015-12-24,1.6752081,1.1760031,8.4602031,1.789339,1.9797383,3.550120394,2.0285634,154.65150722,1.05697619,106.486441,,1.2550827,9.3865625,22.686531,349.1832028
2015-12-28,1.6761193,1.1771201,8.4646753,1.793447,1.9905119,3.396095416,2.0163681,154.65827764,1.05438872,106.2813814,,1.2557531,9.3949356,22.689658,348.8502001
2015-12-29,1.6770281,1.1781077,8.4691471,1.796121,1.9954572,3.417226544,2.0120894,154.00508424,1.05556688,106.0837071,,1.2564226,9.4019926,22.689323,348.649409
2015-12-30,1.6779555,1.1786056,8.4736556,1.794732,1.9976002,3.499952978,1.9970869,153.76793261,1.05474511,105.6413739,,1.2570899,9.4071233,22.721734,347.9690283
2015-12-31,1.6788993,1.1793887,8.4781264,1.796033,1.9987363,3.499687597,1.9968228,153.78010486,1.05391639,105.6479786,,1.257763,9.4117249,22.733897,348.1084135
2016-01-04,1.6798108,1.1804685,8.4825812,1.79906,1.9979013,3.408409979,1.9453167,151.15470925,1.03268452,102.9830226,,1.2584345,9.3950109,22.724572,345.425914
2016-01-05,1.6807116,1.1827704,8.4870373,1.808535,2.016279,3.362611404,1.9715701,152.42634859,1.04351073,104.2192812,,1.259105,9.4201661,22.763365,346.5407588
2016-01-06,1.6814934,1.1841503,8.4914629,1.814122,2.0219689,3.11555285,1.9559702,152.24863976,1.03970817,103.827281,,1.2597658,9.4335663,22.79939,345.4523851
2016-01-07,1.6823473,1.1841633,8.4959014,1.808085,2.0209363,2.930203626,1.9177641,150.16757242,1.02638386,102.3684638,,1.2604685,9.42182,22.803775,343.0085537
2016-01-08,1.6833642,1.1840347,8.5003937,1.805032,2.0300511,2.830698009,1.9204624,150.16608517,1.02656575,102.5868995,,1.2611453,9.4223252,22.786694,343.0129699
2016-01-11,1.6843055,1.1849055,8.5049045,1.807511,2.0210109,2.749947005,1.8899993,147.73791176,1.01820724,101.4792029,,1.2618202,9.4164545,22.774318,341.616269
2016-01-12,1.6852145,1.1857654,8.5093906,1.8098,2.0210983,2.52693772,1.8760418,147.39301798,1.01576989,101.3252648,,1.2624925,9.4299432,22.797116,341.004906
2016-01-13,1.6861227,1.1868023,8.5138485,1.812789,2.0245917,2.416507463,1.8567103,147.55981714,1.0112854,100.9479139,,1.2631636,9.4313095,22.797368,339.9623519
2016-01-14,1.6870238,1.187114,8.5183149,1.810909,2.025,2.590778982,1.879331,147.31234409,1.01050166,101.1443941,,1.2638262,9.4287631,22.765933,341.1997021
2016-01-15,1.687991,1.1875546,8.5228242,1.810304,2.0271788,2.515396288,1.8428064,145.77715497,0.99907304,100.0956019,,1.2645978,9.4357936,22.755607,339.2827859
2016-01-18,1.688943,1.1887845,8.527344,1.814523,2.0307377,2.386304753,1.8171886,145.12104843,0.992246,99.256385,,1.2652742,9.4364434,22.758609,337.9720032
2016-01-19,1.6898309,1.1887951,8.5318245,1.808696,2.039601,2.463943297,1.8183893,144.46247033,0.9918946,99.5181387,,1.2659239,9.4378933,22.769967,338.4055679
2016-01-20,1.6907999,1.188377,8.5362914,1.800951,2.0300573,2.471084644,1.8045751,143.73839174,0.98680821,98.816877,,1.2665913,9.4356517,22.737095,337.372264
2016-01-21,1.6917726,1.1901121,8.5407293,1.807515,2.0559687,2.453379613,1.8075012,143.727807,0.99220745,99.0656668,,1.2672793,9.454649,22.77013,337.7506295
2016-01-22,1.6926594,1.1909668,8.5450203,1.809868,2.0548313,2.425353642,1.8250291,144.91963668,1.00209156,99.8131696,,1.2679439,9.4622139,22.834244,338.8936429
2016-01-25,1.6935525,1.1921443,8.549425,1.811961,2.0569992,2.425245316,1.8246417,144.93018674,1.00110986,99.8204854,,1.2685965,9.4668492,22.841857,339.0373903
2016-01-26,1.6944688,1.1936629,8.5539202,1.819077,2.0640466,2.403380543,1.8050015,143.9486689,0.99397055,99.388505,,1.2692724,9.459971,22.897596,338.0302405
2016-01-27,1.6952827,1.1938897,8.5583592,1.81365,2.0556012,2.526614558,1.8436704,145.82434576,1.00350969,100.8233395,,1.2699217,9.4581319,22.934329,340.3874709
2016-01-28,1.6962233,1.1956255,8.5628082,1.822962,2.0609517,2.50494796,1.8588677,146.66130256,1.01017963,101.2473748,,1.2705865,9.480217,22.968029,341.329303
2016-01-29,1.6970492,1.1967387,8.5672284,1.828005,2.0627063,2.609206964,1.9282005,150.96642757,1.0370667,104.2568147,,1.2712484,9.505022,22.996409,346.0846919
2016-02-01,1.6978727,1.1991751,8.5715491,1.840782,2.0718671,2.55001359,1.9384046,151.01911894,1.0402113,104.8401443,,1.2719066,9.509067,23.034104,346.759769
2016-02-02,1.6986742,1.1980504,8.5758789,1.827561,2.0617955,2.308586337,1.8560298,146.9871707,1.01374306,101.9459441,,1.2725454,9.4797074,23.011735,341.9285969
2016-02-03,1.6996749,1.1998165,8.5803871,1.834595,2.0668359,2.418209196,1.8980172,148.97672461,1.02513127,103.4523107,,1.2732,9.488899,22.99395,344.457995
2016-02-04,1.7005675,1.1989775,8.5848757,1.822811,2.0578046,2.774078615,1.937256,150.77160225,1.03549133,104.8094363,,1.2738723,9.4799736,22.977448,347.2407573
2016-02-05,1.7015393,1.2022941,8.5895087,1.834813,2.0905244,2.744412504,1.9253904,149.60704759,1.03242547,103.9692549,,1.2745543,9.488634,22.979763,346.9328626
2016-02-10,1.7026167,1.2041041,8.5939924,1.842004,2.0978659,2.736127073,1.9123267,148.54154986,1.02423288,103.3340427,,1.2752243,9.5008015,22.99581,346.6405924
2016-02-11,1.7035248,1.2048159,8.5984348,1.841391,2.0931667,2.647683713,1.8758168,145.55254846,1.00505257,101.4699389,,1.2759026,9.4946543,22.937337,344.1732933
2016-02-12,1.7045066,1.2074549,8.602981,1.85575,2.1108948,2.749173101,1.8938905,147.07104687,1.01283037,102.0532186,,1.2765855,9.5129535,22.969452,345.6115815
2016-02-15,1.7053797,1.2088448,8.6074431,1.859644,2.1127497,2.818493091,1.902327,147.92099432,1.02023073,102.7065679,,1.2772617,9.5254585,22.969997,346.3785825
2016-02-16,1.7062722,1.209524,8.611859,1.858766,2.1125859,3.027070273,1.9277568,149.47319612,1.03412367,104.0900252,,1.277934,9.5404109,22.993508,348.5631559
2016-02-17,1.7071742,1.2103066,8.6162863,1.859944,2.1113118,3.192283026,1.9618459,150.22677418,1.04023244,104.8211259,,1.2786137,9.5461782,23.038701,350.3459941
2016-02-18,1.7079374,1.2097115,8.6207625,1.852529,2.1043234,3.085214139,1.9529117,150.13566974,1.04078746,104.7195542,,1.2793584,9.5479454,23.047214,350.1748565
2016-02-19,1.7089118,1.2107473,8.6252962,1.85467,2.1062035,3.17032943,1.9527724,151.02502867,1.04513728,105.1536691,,1.2800456,9.5595885,23.137694,350.55336
2016-02-22,1.7096318,1.2126325,8.6297239,1.863152,2.1097057,3.518964981,2.0185226,153.6997851,1.05974193,107.0725157,,1.2807135,9.5654928,23.149447,354.8350711
2016-02-23,1.7104888,1.2133491,8.6341603,1.863569,2.1117569,3.316497086,1.9908188,153.05955922,1.05361139,106.2721936,,1.2813872,9.573937,23.147054,353.2412928
2016-02-24,1.7114047,1.2148254,8.6386945,1.869445,2.1150538,3.138115494,1.9760392,152.1069494,1.04825674,105.7924121,,1.2820693,9.5783109,23.17389,352.2948386
2016-02-25,1.712271,1.2152339,8.6432179,1.868236,2.1174102,2.953771128,1.9767167,152.77008849,1.05490688,106.1880187,,1.2827458,9.5834916,23.158612,351.8949818
2016-02-26,1.7132679,1.2159968,8.6478015,1.867927,2.1171556,2.948164836,1.963565,153.25604708,1.05538902,106.0706076,,1.2834311,9.5959646,23.222363,351.196347
2016-02-29,1.7142055,1.2170325,8.652323,1.869415,2.1186426,3.163315067,2.0060885,155.95992572,1.07107406,107.9651563,,1.2841444,9.612595,23.277402,354.1390185
2016-03-01,1.7150789,1.2187167,8.6567297,1.876412,2.126949,3.428041675,2.0611912,158.31656401,1.08481623,109.2928947,,1.28482,9.627143,23.319506,357.508582
2016-03-02,1.7159381,1.2199881,8.6613577,1.884088,2.1262996,3.801387041,2.0912288,159.6505225,1.09103595,109.7209866,,1.2854867,9.6325825,23.307843,359.3507696
2016-03-03,1.7167977,1.223582,8.6657759,1.909381,2.1459962,4.174143959,2.1984752,162.70028886,1.10821681,112.1333761,,1.2861449,9.6493923,23.308311,364.7768458
2016-03-04,1.717633,1.2261164,8.6702538,1.927023,2.1546838,4.421518483,2.2846885,166.73951086,1.12232431,114.9005371,,1.2868237,9.6796801,23.334506,369.161816
2016-03-07,1.7184313,1.2246504,8.6748036,1.91115,2.1375777,4.695514558,2.2877994,165.42659872,1.11763569,114.453079,,1.2874993,9.6597539,23.343959,369.3487704
2016-03-08,1.7194169,1.2273026,8.6792479,1.928361,2.1520208,4.015940143,2.2987621,166.41281436,1.12371081,114.6498895,,1.2881854,9.6830687,23.394246,369.4565912
2016-03-09,1.7202704,1.2289753,8.6838336,1.940243,2.1603518,3.874436065,2.2848764,166.30721472,1.12032981,114.5107046,,1.2888559,9.6789502,23.447886,368.786306
2016-03-10,1.7211452,1.2306791,8.6883827,1.94892,2.1723627,3.740930821,2.3293494,168.44845472,1.13322598,116.0899625,,1.2895453,9.7017835,23.479962,370.9256413
2016-03-11,1.7220286,1.2329913,8.6928802,1.963542,2.1939547,3.705984176,2.3364991,169.07234698,1.13580532,115.7607258,,1.2902178,9.7179414,23.492212,371.3532955
2016-03-14,1.7229178,1.2322766,8.6973854,1.951015,2.181047,3.591138738,2.2979185,168.09884256,1.12651822,114.6919324,,1.2908897,9.7059972,23.508602,369.6873262
2016-03-15,1.7238662,1.229273,8.7018781,1.923429,2.1496109,3.601481126,2.2187634,165.68988703,1.11279274,112.8116535,,1.2915754,9.6755284,23.501641,365.9027166
2016-03-16,1.7249131,1.2296789,8.7065662,1.924425,2.1524106,3.958084651,2.2373164,165.67085785,1.12001341,113.7908826,,1.292279,9.6850972,23.51064,367.2307196
2016-03-17,1.7258336,1.2354291,8.7110263,1.968841,2.2016081,4.138873637,2.3738266,170.90625936,1.1536305,117.9676545,,1.2929611,9.7593499,23.540924,374.5877219
2016-03-18,1.7265668,1.2373131,8.7154484,1.978629,2.2101962,4.093250956,2.3671123,170.9996416,1.15638365,117.9754951,,1.2936221,9.776978,23.561416,374.603708
2016-03-21,1.7274603,1.2391351,8.719936,1.986472,2.2180358,4.044923243,2.3814419,171.83973096,1.16113697,118.5045989,,1.2942355,9.7881695,23.588279,375.69512
2016-03-22,1.7283416,1.2421847,8.7244375,2.006765,2.2399985,4.119165694,2.3693327,171.11522136,1.16026706,118.4759768,,1.2949817,9.8130543,23.619951,375.693285
2016-03-23,1.7291619,1.2392821,8.7288335,1.981783,2.2115134,3.769899147,2.3209135,169.44310542,1.14942193,116.934754,,1.2956446,9.7850206,23.615961,372.7562415
2016-03-24,1.7302037,1.2377249,8.7334353,1.967686,2.1942931,4.017287712,2.3226478,169.28077753,1.14613529,116.4331389,,1.2963529,9.7617096,23.639443,372.5612042
2016-03-28,1.7312169,1.2408889,8.7380776,1.987337,2.2160692,4.048914801,2.3839342,171.29037938,1.16013957,118.2803004,,1.2970551,9.7979872,23.665373,375.5193568
2016-03-29,1.7320067,1.2420581,8.7425319,1.993879,2.2204269,4.027269278,2.3967028,172.72643198,1.16718996,118.8097193,,1.2977169,9.810628,23.677233,376.4941871
2016-03-30,1.732846,1.2409931,8.7470185,1.981807,2.2059754,4.146793047,2.397581,172.8039074,1.16826355,119.0900962,,1.2983871,9.7945161,23.656642,376.576063
2016-03-31,1.7338161,1.2398844,8.7516193,1.968754,2.1855864,4.042571396,2.3503977,170.62741482,1.15334436,117.0808313,,1.2990798,9.7582791,23.656726,373.8532054
2016-04-01,1.7348995,1.2415822,8.7562077,1.978595,2.197677,4.13822725,2.3676634,170.82336009,1.15823918,117.902448,,1.2993718,9.7781408,23.668261,375.163149
2016-04-04,1.7357531,1.2398043,8.7606967,1.96304,2.1803047,3.946765855,2.287834,167.9392861,1.13974737,115.5711854,,1.3000494,9.7460189,23.649302,371.2636243
2016-04-05,1.7367691,1.2404775,8.7651869,1.964952,2.1832833,4.079327363,2.3014291,167.77293644,1.1384823,115.854086,,1.3007474,9.7461255,23.663285,371.9632127
2016-04-06,1.7376987,1.2402183,8.7697348,1.959308,2.1772608,4.020661138,2.2597535,166.04297416,1.12649125,114.2989209,,1.3014386,9.7352981,23.674794,369.9625477
2016-04-07,1.7386753,1.2406551,8.7743061,1.959078,2.1758852,4.004502866,2.2839339,167.45137381,1.13351576,115.0563173,,1.3021396,9.7420451,23.692146,370.974544
2016-04-08,1.7396285,1.2434693,8.7788709,1.97778,2.1941298,4.330948959,2.3712519,170.3406318,1.15291305,117.7449021,,1.3028428,9.7840894,23.764313,375.0653872
2016-04-11,1.740389,1.245377,8.7834069,1.987967,2.2065568,4.524585301,2.371223,169.7197591,1.14825662,116.7603268,,1.3035231,9.792243,23.807204,374.9443898
2016-04-12,1.7412605,1.2465218,8.7879511,1.9933,2.2119584,4.994417563,2.4511912,172.64776311,1.16738096,118.8097296,,1.304212,9.8148338,23.852133,378.7934844
2016-04-13,1.7421574,1.2496886,8.7925296,2.013312,2.2321727,5.214535257,2.490085,174.3738952,1.18354903,120.7195624,,1.3049032,9.8542708,23.924856,381.4227715
2016-04-14,1.7429779,1.2500188,8.797073,2.012735,2.2309404,4.850296729,2.4491771,173.50307517,1.17661217,120.1981894,,1.305584,9.8542341,23.952829,380.0496424
2016-04-15,1.7438778,1.2514847,8.8016464,2.020286,2.2400037,4.95618949,2.487397,175.21804043,1.18703027,121.1806486,,1.3062741,9.8707926,23.987943,382.0740621
2016-04-18,1.7448029,1.2530518,8.8062087,2.028498,2.2500637,5.075480233,2.4727726,174.97605589,1.18717741,120.8152367,,1.3069629,9.8815055,24.036106,381.5547364
2016-04-19,1.7456775,1.2518576,8.8107812,2.015806,2.2359814,5.449893371,2.5062236,175.58573264,1.1974287,121.8686946,,1.3076524,9.8786428,24.079809,383.0888377
2016-04-20,1.7466292,1.2515608,8.8153652,2.010085,2.22803,5.795047688,2.4964063,175.35626849,1.19363061,121.3269269,,1.3083499,9.8754891,24.106966,382.834006
2016-04-22,1.7475612,1.2512386,8.8200256,2.006647,2.2228993,5.148779093,2.4708827,174.88918522,1.18960729,120.4979774,,1.3090455,9.8758342,24.120057,381.4264078
2016-04-25,1.7485122,1.2523028,8.8246227,2.012151,2.2274144,4.810863356,2.4237606,172.97735671,1.17774234,119.3369021,,1.3097428,9.8767216,24.126478,379.4967221
2016-04-26,1.7494045,1.2526611,8.8292278,2.01471,2.2294234,4.979633702,2.4769609,174.82000444,1.1907059,120.9270398,,1.310438,9.88826,24.130408,382.2692423
2016-04-27,1.7503482,1.2548951,8.8337847,2.02936,2.2462739,5.181285048,2.5388744,177.4510063,1.2097237,123.3114702,,1.3111354,9.9170501,24.194638,385.555824
2016-04-28,1.7512222,1.2546614,8.8383868,2.024979,2.237458,5.27129298,2.5282485,176.39761929,1.20731517,123.2765575,,1.3118258,9.9155381,24.186509,385.116776
2016-04-29,1.7522125,1.2582542,8.8430682,2.046164,2.2685413,5.255078577,2.5109623,175.37129142,1.20440296,122.6915495,,1.3125289,9.939961,24.217765,384.6632182
2016-05-02,1.7530558,1.2585802,8.8477514,2.044861,2.2642114,5.302551707,2.4929535,174.70727502,1.20265452,122.5526781,,1.3132186,9.9393973,24.219819,384.0278117
2016-05-03,1.7539931,1.2589831,8.8524494,2.043834,2.2620423,4.980095148,2.4345912,173.61104046,1.19347999,121.6242974,,1.3139148,9.9361611,24.21991,381.4652389
2016-05-04,1.7549653,1.2593528,8.8571631,2.044548,2.2625874,4.644347734,2.454647,174.77016468,1.19786933,122.1026439,,1.314617,9.9410562,24.231611,382.2353313
2016-05-05,1.7559566,1.2615574,8.8618529,2.054178,2.2762517,4.447043098,2.4192948,173.70569169,1.19029216,120.9867629,,1.315321,9.9515738,24.249192,380.6757305
2016-05-06,1.7569149,1.2620472,8.8665016,2.050592,2.2709141,4.505277391,2.4277195,174.49347369,1.19289356,120.8974335,,1.3160145,9.9534698,24.267556,380.7824471
2016-05-09,1.7578757,1.2616408,8.8712003,2.044935,2.2647922,4.065754969,2.4060957,174.45751354,1.19245042,120.5423982,,1.3167297,9.9489237,24.266052,379.3993752
2016-05-10,1.7588643,1.2645385,8.8759385,2.061836,2.2851453,4.235805479,2.4964877,177.67647417,1.21809699,123.7589323,,1.3174288,9.9821171,24.286939,384.1152889
2016-05-11,1.7599366,1.2663224,8.8805855,2.071469,2.2990839,4.254124867,2.4871533,178.07884555,1.21984421,123.7655285,,1.3181194,9.9993589,24.312604,383.9408275
2016-05-12,1.7608266,1.268498,8.8852584,2.08495,2.3157678,4.120721769,2.5025594,180.05199959,1.23155139,125.4673422,,1.3188154,10.0233631,24.337674,385.3923068
2016-05-13,1.7617261,1.2696523,8.8899505,2.088349,2.3165479,3.927989534,2.4418086,178.37213533,1.22048088,123.6222778,,1.319519,10.0226833,24.349482,382.5754726
2016-05-16,1.7627012,1.2705168,8.8946855,2.090444,2.3184346,3.994219197,2.4377224,177.63424086,1.21999125,123.5605716,,1.320228,10.0272168,24.346055,382.5957231
2016-05-17,1.7636821,1.270731,8.8993559,2.085705,2.3148133,4.047309542,2.3972965,175.44875248,1.2067811,121.6176627,,1.3209296,10.01963,24.352404,380.627093
2016-05-18,1.7646714,1.2690641,8.9040612,2.066501,2.2899836,3.934887472,2.3881817,174.56675525,1.20247148,120.917334,,1.321638,9.9977182,24.361469,379.915956
2016-05-19,1.7657144,1.2706003,8.9090024,2.074772,2.3004658,3.982229871,2.3754131,174.14200733,1.19952417,120.7361135,,1.3223508,10.0080598,24.366543,379.2397345
